,itemId,Subject,Date,Format,Title,Description,Rights,Identifier,Creator,Coverage,Relation,Type
147,5629,Buildings,,Quarter Plate Glass Negative,Arwenack.,Arwenack.,Morrab Library,O.147,Stanley Opie,nr Falmouth,,
148,5630,Buildings,,Quarter Plate Glass Negative,Harmony cottage,Harmony cottage.,Morrab Library,O.148,Stanley Opie,"Roche, nr St. Austell",,
149,5631,Buildings,,Quarter Plate Glass Negative,Harmony cottage.,Harmony cottage.,Morrab Library,O.149,Stanley Opie,"Roche, nr St. Austell",,
150,5632,Buildings,,Quarter Plate Glass Negative,Harmony cottage,Harmony cottage.,Morrab Library,O.150,Stanley Opie,"Roche, nr St. Austell",,
151,5633,Buildings,,Quarter Plate Glass Negative,"Bodinnick Farm, St Stephen-in-Brannel",Ivy-clad gatehouse,Morrab Library,O.151,Stanley Opie,St Stephen-in-Brannel,,
152,5634,Buildings,,Quarter Plate Glass Negative,Thatched cottage.,Thatched cottage.,Morrab Library,O.152,Stanley Opie,nr St. Austell Station,,
153,5635,Buildings,,Quarter Plate Glass Negative,"The post office in Hugh Town, and two pillars",The post office and two pillars.,Morrab Library,O.153,Stanley Opie,"Hugh Town, St. Mary's, The Isles of Scilly",,
154,5636,Buildings,,Quarter Plate Glass Negative,Amorel's Home.,Amorel's Home.,Morrab Library,O.154,Stanley Opie,"Samson, The Isles of Scilly",,
155,5637,Buildings,,Quarter Plate Glass Negative,"Amorel's Home, Samson, Isles of Scilly",Amorel's Home.,Morrab Library,O.155,Stanley Opie,"Samson, The Isles of Scilly",,
156,5638,Buildings,,Quarter Plate Glass Negative,"Amorel's Home, Samson, Isles of Scilly",Amorel's Home.,Morrab Library,O.156,Stanley Opie,"Samson, The Isles of Scilly",,
157,5639,Buildings,,Quarter Plate Glass Negative,"Amorel's Home, Samson, Isles of Scilly",Amorel's Home.,Morrab Library,O.157,Stanley Opie,"Samson, The Isles of Scilly",,
158,5640,Buildings,,Quarter Plate Glass Negative,Murdoch's House.,Murdoch's House.,Morrab Library,O.158,Stanley Opie,,,
159,5641,Buildings,,Quarter Plate Glass Negative,"Murdoch's House, Redruth",Murdoch's House.,Morrab Library,O.159,Stanley Opie,,,
160,5642,Buildings,,Quarter Plate Glass Negative,Trevithick's Cottage.,Trevithick's Cottage.,Morrab Library,O.160,Stanley Opie,,,
161,5643,Buildings,,Quarter Plate Glass Negative,Richard Trevithick's Cottage,Trevithick's Cottage.,Morrab Library,O.161,Stanley Opie,,,
162,5644,Buildings,,Quarter Plate Glass Negative,Richard Trevithick's Cottage,Trevithick's Cottage.,Morrab Library,O.162,Stanley Opie,,,
163,5645,Buildings,,Quarter Plate Glass Negative,Richard Trevithick's Cottage,Trevithick's Cottage.,Morrab Library,O.163,Stanley Opie,,,
164,5646,Buildings,,Quarter Plate Glass Negative,Richard Trevithick's Cottage,Trevithick's Cottage.,Morrab Library,O.164,Stanley Opie,,,
165,5647,Buildings,,Quarter Plate Glass Negative,Tangye's House,Tangye's House.,Morrab Library,O.165,Stanley Opie,Broad Lane Breage?,,
166,5648,Buildings,,Quarter Plate Glass Negative,Tangye's House.,Tangye's House.,Morrab Library,O.166,Stanley Opie,Broad Lane Breage?,,
167,5649,Buildings,,Quarter Plate Glass Negative,Family House.,Family House.,Morrab Library,O.167,Stanley Opie,,,
168,5650,Buildings,,Quarter Plate Glass Negative,Family House.,Family House.,Morrab Library,O.168,Stanley Opie,,,
169,5651,Buildings,,Quarter Plate Glass Negative,Family House.,Family House.,Morrab Library,O.169,Stanley Opie,,,
170,5652,Buildings,,Quarter Plate Glass Negative,Large Family House.,Large Family House.,Morrab Library,O.170,Stanley Opie,,,
171,5653,Buildings,,Quarter Plate Glass Negative,Large Family House.,Large Family House.,Morrab Library,O.171,Stanley Opie,,,
172,5654,Buildings,,Quarter Plate Glass Negative,Large Family House.,Large Family House.,Morrab Library,O.172,Stanley Opie,,,
173,5655,Buildings,,Quarter Plate Glass Negative,Large Family House showing the garden.,Large Family House showing the garden.,Morrab Library,O.173,Stanley Opie,,,
174,5656,Buildings,,Quarter Plate Glass Negative,Large Family House showing the garden.,Large Family House showing the garden.,Morrab Library,O.174,Stanley Opie,,,
175,5657,Buildings,,Quarter Plate Glass Negative,Large Family House showing the garden.,Large Family House showing the garden.,Morrab Library,O.175,Stanley Opie,,,
176,5658,Buildings,,Quarter Plate Glass Negative,Large Family House showing the garden.,Large Family House showing the garden.,Morrab Library,O.176,Stanley Opie,,,
177,5659,Buildings,,Quarter Plate Glass Negative,Large Family House showing the garden.,Large Family House showing the garden.,Morrab Library,O.177,Stanley Opie,,,
178,5660,Buildings,,Quarter Plate Glass Negative,Large Family House showing the garden.,Large Family House showing the garden.,Morrab Library,O.178,Stanley Opie,,,
179,5661,Buildings,,Quarter Plate Glass Negative,Well; porch or chapel in wooded lane; three people .,Well; porch or chapel in wooded lane; three people .,Morrab Library,O.179,Stanley Opie,,,
180,5662,Buildings,,Quarter Plate Glass Negative,Well; porch or chapel in wooded lane; three people .,Well; porch or chapel in wooded lane; three people .,Morrab Library,O.180,Stanley Opie,,,
181,5663,Buildings,,Quarter Plate Glass Negative,Entrance to unknown building.,Entrance to unknown building.,Morrab Library,O.181,Stanley Opie,,,
182,5664,Buildings,,Quarter Plate Glass Negative,Well; porch or chapel in wooded lane .,Well; porch or chapel in wooded lane .,Morrab Library,O.182,Stanley Opie,,,
183,5665,Buildings,,Quarter Plate Glass Negative,Well; porch or chapel in wooded lane .,Well; porch or chapel in wooded lane .,Morrab Library,O.183,Stanley Opie,,,
184,5666,Buildings,,Quarter Plate Glass Negative,Well; porch or chapel in wooded lane .,Well; porch or chapel in wooded lane .,Morrab Library,O.184,Stanley Opie,,,
185,5667,Buildings,,Quarter Plate Glass Negative,Richard Trevithick's Cottage,Trevithick's Cottage.,Morrab Library,O.185,Stanley Opie,,,
186,5668,Buildings,c. 1935,Quarter Plate Glass Negative,A Lighthouse in unknown location poss Falmouth.,A Lighthouse in unknown location poss Falmouth.,Morrab Library,O.186,Stanley Opie,poss Falmouth,,
187,5669,Buildings,,Quarter Plate Glass Negative,Plan of an elliptical temple.,Plan of an elliptical temple.,Morrab Library,O.187,Stanley Opie,"Great Zimbabwe, Africa",,
188,5670,Buildings,,Quarter Plate Glass Negative,Drawing of a sacred pillar shrine.,Drawing of a sacred pillar shrine.,Morrab Library,O.188,Stanley Opie,"Tekekioi, Macedonia",,
189,5671,Buildings,,Quarter Plate Glass Negative,Plan and section of a 'cova'.,Plan and section of a 'cova'.,Morrab Library,O.189,Stanley Opie,Minorca,,
190,5672,Buildings,,Quarter Plate Glass Negative,Plan and section of a 'cova'.,Plan and section of a 'cova'.,Morrab Library,O.190,Stanley Opie,Minorca,,
191,5673,Buildings,,Quarter Plate Glass Negative,Drawing of the pillared chamber of 'Nau'.,Drawing of the pillared chamber of 'Nau'.,Morrab Library,O.191,Stanley Opie,Minorca,,
192,5674,Buildings,,Quarter Plate Glass Negative,Plan of a Mycenaean Temple.,Plan of a Mycenaean Temple.,Morrab Library,O.192,Stanley Opie,,,
193,5675,Buildings,,Quarter Plate Glass Negative,Tintagel Castle.,Tintagel Castle.,Morrab Library,O.193,Stanley Opie,nr. Camelford,,
194,5676,Buildings,,Quarter Plate Glass Negative,Tintagel Castle.,Tintagel Castle.,Morrab Library,O.194,Stanley Opie,nr. Camelford,,
195,5677,Buildings,,Quarter Plate Glass Negative,Tintagel Castle,Tintagel Castle.,Morrab Library,O.195,Stanley Opie,nr. Camelford,,
196,5678,Buildings,,Quarter Plate Glass Negative,Tintagel Castle.,Tintagel Castle.,Morrab Library,O.196,Stanley Opie,nr. Camelford,,
197,5679,Buildings,,Quarter Plate Glass Negative,Tintagel Castle,Tintagel Castle.,Morrab Library,O.197,Stanley Opie,nr. Camelford,,
198,5680,Buildings,,Quarter Plate Glass Negative,Tintagel Castle.,Tintagel Castle.,Morrab Library,O.198,Stanley Opie,nr. Camelford,,
199,5681,Buildings,,Quarter Plate Glass Negative,The interior of Pendennis Castle,The interior of Pendennis Castle.,Morrab Library,O.199,Stanley Opie,Falmouth,,
200,5682,Buildings,,Quarter Plate Glass Negative,Pendennis Castle.,Pendennis Castle.,Morrab Library,O.200,Stanley Opie,Falmouth,,
201,5683,Buildings,,Quarter Plate Glass Negative,Gateway to Pendennis Castle,Gateway to Pendennis Castle.,Morrab Library,O.201,Stanley Opie,Falmouth,,
202,5684,Buildings,,Quarter Plate Glass Negative,Pendennis Castle. Also print,Pendennis Castle. Also print,Morrab Library,O.202,Stanley Opie,Falmouth,,
203,5685,Buildings,,Quarter Plate Glass Negative,Pendennis Castle.,Pendennis Castle.,Morrab Library,O.203,Stanley Opie,Falmouth,,
204,5686,Buildings,,Quarter Plate Glass Negative,Pendennis Castle.,Pendennis Castle.,Morrab Library,O.204,Stanley Opie,Falmouth,,
205,5687,Buildings,,Quarter Plate Glass Negative,Pendennis Castle,Pendennis Castle.,Morrab Library,O.205,Stanley Opie,Falmouth,,
206,5688,Buildings,,Quarter Plate Glass Negative,Pendennis Castle.,Pendennis Castle.,Morrab Library,O.206,Stanley Opie,Falmouth,,
207,5689,Buildings,,Quarter Plate Glass Negative,A fireplace inside Pendennis Castle,A fireplace inside Pendennis Castle.,Morrab Library,O.207,Stanley Opie,Falmouth,,
208,5690,Buildings,,Quarter Plate Glass Negative,The portcullis at Pendennis Castle.,The portcullis at Pendennis Castle.,Morrab Library,O.208,Stanley Opie,Falmouth,,
209,5691,Buildings,,Quarter Plate Glass Negative,St Michael's Mount,St Michael's Mount.,Morrab Library,O.209,Stanley Opie,Marizion nr Penzance,,
210,5692,Buildings,,Quarter Plate Glass Negative,St. Mawes Castle.,St. Mawes Castle.,Morrab Library,O.210,Stanley Opie,"St. Mawes, Roseland Peninsula",,
211,5693,Buildings,,Quarter Plate Glass Negative,St. Mawes Castle,St. Mawes Castle.,Morrab Library,O.211,Stanley Opie,"St. Mawes, Roseland Peninsula",,
212,5694,Buildings,,Quarter Plate Glass Negative,St. Mawes Castle.,St. Mawes Castle.,Morrab Library,O.212,Stanley Opie,"St. Mawes, Roseland Peninsula",,
213,5695,Buildings,,Quarter Plate Glass Negative,St. Mawes Castle.,St. Mawes Castle.,Morrab Library,O.213,Stanley Opie,"St. Mawes, Roseland Peninsula",,
214,5696,Buildings,,Quarter Plate Glass Negative,St. Mawes Castle.,St. Mawes Castle.,Morrab Library,O.214,Stanley Opie,"St. Mawes, Roseland Peninsula",,
215,5697,Buildings,,Quarter Plate Glass Negative,"The block house. Mounted on Battery of Guns to protect channel and Harbour of 'Old Grimsby,' Tresco","The block house. Mounted on Battery of Guns to protect channel and Harbour of 'Old Grimsby,' Tresco",Morrab Library,O.215,Stanley Opie,"Tresco, Isles of Scilly",,
216,5698,Buildings,,Quarter Plate Glass Negative,Cromwell's Castle.,Cromwell's Castle.,Morrab Library,O.216,Stanley Opie,"Tresco, Isles of Scilly",,
217,5699,Buildings,,Quarter Plate Glass Negative,Cromwell's Castle,Cromwell's Castle.,Morrab Library,O.217,Stanley Opie,"Tresco, Isles of Scilly",,
218,5700,Buildings,,Quarter Plate Glass Negative,Star Castle.,Star Castle.,Morrab Library,O.218,Stanley Opie,"St. Mary's, Isles of Scilly",,
219,5701,Buildings,,Quarter Plate Glass Negative,View of Star Castle,View of Star Castle.,Morrab Library,O.219,Stanley Opie,"St. Mary's, Isles of Scilly",,
220,5702,Buildings,,Quarter Plate Glass Negative,A Gateway of Star Castle.,A Gateway of Star Castle.,Morrab Library,O.220,Stanley Opie,"St. Mary's, Isles of Scilly",,
221,5703,Buildings,,Quarter Plate Glass Negative,Star Castle.,Star Castle.,Morrab Library,O.221,Stanley Opie,"St. Mary's, Isles of Scilly",,
222,5704,Buildings,,Quarter Plate Glass Negative,Star Castle.,Star Castle.,Morrab Library,O.222,Stanley Opie,"St. Mary's, Isles of Scilly",,
223,5705,Buildings,,Quarter Plate Glass Negative,Wood Carvings at Star Castle,Wood Carvings at Star Castle.,Morrab Library,O.223,Stanley Opie,"St. Mary's, Isles of Scilly",,
224,5706,Buildings,,Quarter Plate Glass Negative,Wood Carvings at Star Castle.,Wood Carvings at Star Castle.,Morrab Library,O.224,Stanley Opie,"St. Mary's, Isles of Scilly",,
225,5707,Buildings,,Quarter Plate Glass Negative,Restormel Castle,Restormel Castle .,Morrab Library,O.225,Stanley Opie,"Lanlivery, nr. Lostwithiel",,
226,5708,Buildings,,Quarter Plate Glass Negative,Carn Brea Castle in the snow.,Carn Brea Castle in the snow.,Morrab Library,O.226,Stanley Opie,Camborne,,
227,5709,Buildings,,Quarter Plate Glass Negative,Carn Brea Castle.,Carn Brea Castle.,Morrab Library,O.227,Stanley Opie,Camborne,,
228,5710,Buildings,,Quarter Plate Glass Negative,Carn Brea Castle.,Carn Brea Castle.,Morrab Library,O.228,Stanley Opie,Camborne,,
229,5711,Buildings,,Quarter Plate Glass Negative,Carn Brea Castle.,Carn Brea Castle.,Morrab Library,O.229,Stanley Opie,Camborne,,
230,5712,Buildings,,Quarter Plate Glass Negative,Carn Brea Castle.,Carn Brea Castle.,Morrab Library,O.230,Stanley Opie,Camborne,,
231,5713,Buildings,,Quarter Plate Glass Negative,Carn Brea Castle,Carn Brea Castle.,Morrab Library,O.231,Stanley Opie,Camborne,,
232,5714,Buildings,,Quarter Plate Glass Negative,Carn Brea Castle,Carn Brea Castle.,Morrab Library,O.232,Stanley Opie,Camborne,,
233,5715,Buildings,,Quarter Plate Glass Negative,Carn Brea Castle,Carn Brea Castle.,Morrab Library,O.233,Stanley Opie,Camborne,,
234,5716,Buildings,,Quarter Plate Glass Negative,Carn Brea Castle,Carn Brea Castle.,Morrab Library,O.234,Stanley Opie,Camborne,,
235,5717,Buildings,,Quarter Plate Glass Negative,Carn Brea Castle,Carn Brea Castle.,Morrab Library,O.235,Stanley Opie,Camborne,,
236,5718,Buildings,,Quarter Plate Glass Negative,Carn Brea Castle.,Carn Brea Castle.,Morrab Library,O.236,Stanley Opie,Camborne,,
237,5719,Buildings,,Quarter Plate Glass Negative,Wendron Church Porch,Wendron Church Porch.,Morrab Library,O.237,Stanley Opie,"Wendron, nr. Helston",,
238,5720,Buildings,,Quarter Plate Glass Negative,A Drawing of Porthcurno Chapel.,A Drawing of Porthcurno Chapel.,Morrab Library,O.238,Stanley Opie,"Porthcurno, nr. Lands End",,
239,5721,Buildings,,Quarter Plate Glass Negative,A Drawing of Porthcurno Chapel,A Drawing of Porthcurno Chapel.,Morrab Library,O.239,Stanley Opie,"Porthcurno, nr. Lands End",,
240,5722,Buildings,,Quarter Plate Glass Negative,A Drawing of Porthcurno Chapel.,A Drawing of Porthcurno Chapel.,Morrab Library,O.240,Stanley Opie,"Porthcurno, nr. Lands End",,
241,5723,Buildings,,Quarter Plate Glass Negative,Mawnan Church,Mawnan Church.,Morrab Library,O.241,Stanley Opie,"Mawnan Smith, nr Helford",,
242,5724,Buildings,,Quarter Plate Glass Negative,Chapel Curnow.,Chapel Curnow.,Morrab Library,O.242,Stanley Opie,,,
243,5725,Buildings,,Quarter Plate Glass Negative,Chapel Curnow,Chapel Curnow.,Morrab Library,O.243,Stanley Opie,,,
244,5726,Buildings,,Quarter Plate Glass Negative,Chapel Curnow,Chapel Curnow.,Morrab Library,O.244,Stanley Opie,,,
245,5727,Buildings,,Quarter Plate Glass Negative,A Drawing of Madron Holy Well.,A Drawing of Madron Holy Well.,Morrab Library,O.245,Stanley Opie,"Madron, nr. Penzance",,
246,5728,Buildings,,Quarter Plate Glass Negative,Madron Well,Madron Well.,Morrab Library,O.246,Stanley Opie,"Madron, nr. Penzance",,
247,5729,Buildings,,Quarter Plate Glass Negative,A Ground plan of Madron Well Chapel.,A Ground plan of Madron Well Chapel.,Morrab Library,O.247,Stanley Opie,"Madron, nr. Penzance",,
248,5730,Buildings,,Quarter Plate Glass Negative,Trelill Holy Well.,Trelill Holy Well.,Morrab Library,O.248,Stanley Opie,"Trelill, nr. Helston",,
249,5731,Buildings,,Quarter Plate Glass Negative,Trelill Holy Well,Trelill Holy Well.,Morrab Library,O.249,Stanley Opie,"Trelill, nr. Helston",,
250,5732,Buildings,,Quarter Plate Glass Negative,Trelill Holy Well.,Trelill Holy Well.,Morrab Library,O.250,Stanley Opie,"Trelill, nr. Helston",,
251,5733,Burial Chambers,,Quarter Plate Glass Negative,Ballowal Barrow,Ballowal Barrow.,Morrab Library,O.251,Stanley Opie,St Just,,
252,5734,Burial Chambers,,Quarter Plate Glass Negative,Ballowal Barrow,Ballowal Barrow.,Morrab Library,O.252,Stanley Opie,St Just,,
253,5735,Burial Chambers,,Quarter Plate Glass Negative,Ballowal Barrow,Ballowal Barrow.,Morrab Library,O.253,Stanley Opie,St Just,,
254,5736,Burial Chambers,,Quarter Plate Glass Negative,Ballowal Barrow,Ballowal Barrow.,Morrab Library,O.254,Stanley Opie,St Just,,
255,5737,Burial Chambers,,Quarter Plate Glass Negative,Unidentified barrow,Rock in barrow.,Morrab Library,O.255,Stanley Opie,,,
256,5738,Burial Chambers,,Quarter Plate Glass Negative,"Round barrow, Cardew, Warbstow",Round barrow .,Morrab Library,O.256,Stanley Opie,"Cardew, Warbstow",,
257,5739,Burial Chambers,,Quarter Plate Glass Negative,"Boskednan stone circle, also known as the Nine Maidens","Note the power lines, possibly from Hayle power station.",Morrab Library,O.257,Stanley Opie,Boskednan,,
258,5741,Burial Chambers,,Quarter Plate Glass Negative,Drawing of Chapel Carn Brea. after a drawing by Dr Borlase,Drawing of Chapel Carn Brea. after a drawing by Dr Borlase,Morrab Library,O.258,Stanley Opie,St. Just-in-Penwith,,
259,5742,Burial Chambers,,Quarter Plate Glass Negative,A cross section of Chapel Carn Brea. Taken from 'Archaeologia' vol XLIX p 196,A cross section of Chapel Carn Brea. Taken from 'Archaeologia' vol XLIX p 196,Morrab Library,O.259,Stanley Opie,St. Just-in-Penwith,,
260,5743,Burial Chambers,,Quarter Plate Glass Negative,Drawing of Chapel Carn Brea. after a drawing by Dr Borlase,Drawing of Chapel Carn Brea. after a drawing by Dr Borlase,Morrab Library,O.260,Stanley Opie,St. Just-in-Penwith,,
261,5744,Burial Chambers,,Quarter Plate Glass Negative,Chapel Carn Brea,Chapel Carn Brea.,Morrab Library,O.261,Stanley Opie,St. Just-in-Penwith,,
262,5745,Burial Chambers,,Quarter Plate Glass Negative,Chapel Carn Brea,Chapel Carn Brea.,Morrab Library,O.262,Stanley Opie,St. Just-in-Penwith,,
263,5746,Burial Chambers,,Quarter Plate Glass Negative,Four Burrows.,Four Burrows.,Morrab Library,O.263,Stanley Opie,Peranzabuloe,,
264,5747,Burial Chambers,1930-1949,Quarter Plate Glass Negative,"Gregwartha Tumuli, 1930s-40s",Barrow.,Morrab Library,O.264,Stanley Opie,"Gregwartha, nr Wendron",,
265,5748,Burial Chambers,,Quarter Plate Glass Negative,Barrow.,Barrow.,Morrab Library,O.265,Stanley Opie,"Gregwartha, nr Wendron",,
266,5749,Burial Chambers,,Quarter Plate Glass Negative,Barrow.,Barrow.,Morrab Library,O.266,Stanley Opie,"Gugh, Isles of Scilly",,
267,5750,Burial Chambers,,Quarter Plate Glass Negative,Barrow.,Barrow.,Morrab Library,O.267,Stanley Opie,"Gugh, Isles of Scilly",,
268,5751,Burial Chambers,,Quarter Plate Glass Negative,Hangmans Barrow.,Hangmans Barrow.,Morrab Library,O.268,Stanley Opie,nr Crowan,,
269,5752,Burial Chambers,,Quarter Plate Glass Negative,Hangmans Barrow.,Hangmans Barrow.,Morrab Library,O.269,Stanley Opie,nr Crowan,,
270,5753,Burial Chambers,,Quarter Plate Glass Negative,Hangmans Barrow.,Hangmans Barrow.,Morrab Library,O.270,Stanley Opie,nr Crowan,,
271,5754,Burial Chambers,,Quarter Plate Glass Negative,Cist,A cist burial.,Morrab Library,O.271,Stanley Opie,"Samson, Isles of Scilly",,
272,5755,Burial Chambers,,Quarter Plate Glass Negative,Unknown site (cist?),"Originally labelled as Tregiffian, it would seem that this is a cist, possibly on the Isles of Scilly. Please let us know if you recognise this site.",Morrab Library,O.272,Stanley Opie,"Sennen, nr Lands End",,
273,5756,Burial Chambers,,Quarter Plate Glass Negative,Plan of barrow and cist.,Plan of barrow and cist.,Morrab Library,O.274,Stanley Opie,"Trewavas Head, Breage",,
274,5757,Burial Chambers,,Quarter Plate Glass Negative,Drawing of Barrow.,Drawing of Barrow.,Morrab Library,O.275,Stanley Opie,"Trewavas Head, Breage",,
275,5758,Burial Chambers,,Quarter Plate Glass Negative,Veryan Beacon.,Veryan Beacon.,Morrab Library,O.276,Stanley Opie,"Veryan, Roseland Peninsula",,
276,5759,Burial Chambers,,Quarter Plate Glass Negative,Veryan Beacon.,Veryan Beacon.,Morrab Library,O.277,Stanley Opie,"Veryan, Roseland Peninsula",,
277,5760,Burial Chambers,,Quarter Plate Glass Negative,Veryan Beacon.,Veryan Beacon.,Morrab Library,O.278,Stanley Opie,"Veryan, Roseland Peninsula",,
278,5761,Burial Chambers,,Quarter Plate Glass Negative,The Giants Castle.,The Giants Castle.,Morrab Library,O.279,Stanley Opie,,,
279,5762,Burial Chambers,,Quarter Plate Glass Negative,Findgey Barrow.,Findgey Barrow.,Morrab Library,O.280,Stanley Opie,,,
280,5763,Burial Chambers,,Quarter Plate Glass Negative,Porth Hellick Down Entrace Grave.,Porth Hellick Down Entrace Grave.,Morrab Library,O.281,Stanley Opie,Isles of Scilly,,
281,5764,Burial Chambers,,Quarter Plate Glass Negative,Unidentified Site of Ancient Tomb.,Unidentified Site of Ancient Tomb. Possibly Bosporthennis quoit/entrance grave.,Morrab Library,O.282,Stanley Opie,,,
282,5765,Burial Chambers,,Quarter Plate Glass Negative,Unidentified Site of Ancient Tomb.,Unidentified Site of Ancient Tomb. Possibly Bosporthennis quoit/entrance grave.,Morrab Library,O.283,Stanley Opie,,,
283,5766,Burial Chambers,,Quarter Plate Glass Negative,Drawing of the closed dolmen.,Drawing of the closed dolmen.,Morrab Library,O.284,Stanley Opie,Rajunkoloor,,
284,5767,Burial Chambers,,Quarter Plate Glass Negative,The pillar cell of Hagiar.,The pillar cell of Hagiar.,Morrab Library,O.285,Stanley Opie,Malta,,
285,5768,Burial Chambers,,Quarter Plate Glass Negative,Drawing of a baetylic stone in a dolmen shrine.,Drawing of a baetylic stone in a dolmen shrine.,Morrab Library,O.286,Stanley Opie,India,,
286,5769,Burial Chambers,,Quarter Plate Glass Negative,Ground plan of a giants tomb.,Ground plan of a giants tomb.,Morrab Library,O.287,Stanley Opie,Sardinia,,
287,5770,Burial Chambers,,Quarter Plate Glass Negative,Plan of a Nubian grave and a plan of an Algerian stone circle.,Plan of a Nubian grave and a plan of an Algerian stone circle.,Morrab Library,O.288,Stanley Opie,,,
288,5771,Burial Chambers,,Quarter Plate Glass Negative,Long Barrow.,Long Barrow.,Morrab Library,O.289,Stanley Opie,West Kennet,,
289,5772,Burial Chambers,,Quarter Plate Glass Negative,Plan of the long Barrow of Kerlescant.,Plan of the long Barrow of Kerlescant.,Morrab Library,O.290,Stanley Opie,,,
290,5773,Burial Chambers,,Quarter Plate Glass Negative,Drawing of a skeleton trapped by accident whilst mining for tin.,Drawing of a skeleton trapped by accident whilst mining for tin.,Morrab Library,O.291,Stanley Opie,,,
291,5774,Burial Chambers,,Quarter Plate Glass Negative,Plan of a rock cut tomb.,Plan of a rock cut tomb.,Morrab Library,O.292,Stanley Opie,Mediterranean,,
292,5775,Burial Chambers,,Quarter Plate Glass Negative,Plans of various rock cut tombs.,Plans of various rock cut tombs.,Morrab Library,O.293,Stanley Opie,Various countries,,
293,5776,Burial Chambers,,Quarter Plate Glass Negative,Plans of 3 different barrows.,Plans of 3 different barrows.,Morrab Library,O.294,Stanley Opie,Somerset and Gloucestershire,,
294,5777,Burial Chambers,,Quarter Plate Glass Negative,Diagram of the treasury of Atreus.,Diagram of the treasury of Atreus.,Morrab Library,O.295,Stanley Opie,,,
295,5778,Burial Chambers,,Quarter Plate Glass Negative,"Diagram of New Grange, Ireland . Showing similarity in construction","Diagram of New Grange, Ireland . Showing similarity in construction",Morrab Library,O.296,Stanley Opie,,,
296,5779,Burial Chambers,,Quarter Plate Glass Negative,Diagram of the Treasury of Atreus.,Diagram of the Treasury of Atreus.,Morrab Library,O.297,Stanley Opie,,,
297,5780,Burial Chambers,,Quarter Plate Glass Negative,Engraving of a tumulus at New Grange.,Engraving of a tumulus at New Grange.,Morrab Library,O.298,Stanley Opie,Ireland,,
298,5781,Burial Chambers,,Quarter Plate Glass Negative,Plan and measurements of a chambered tumulus.,Plan and measurements of a chambered tumulus.,Morrab Library,O.299,Stanley Opie,Glamorgan,,
299,5782,Burial Chambers,,Quarter Plate Glass Negative,Diagram of Park Cwn Tumulus.,Diagram of Park Cwn Tumulus.,Morrab Library,O.300,Stanley Opie,,,
300,5783,Burial Chambers,,Quarter Plate Glass Negative,Entrace to burial cell.,Entrace to burial cell.,Morrab Library,O.301,Stanley Opie,Rodmarton,,
301,5784,Burial Chambers,,Quarter Plate Glass Negative,Drawing of the entrace to the burial cell.,Drawing of the entrace to the burial cell.,Morrab Library,O.302,Stanley Opie,Rodmarton,,
302,5785,Burial Chambers,,Quarter Plate Glass Negative,Cross-section and plan of stone 'mastaba'.,Cross-section and plan of stone 'mastaba'.,Morrab Library,O.303,Stanley Opie,,,
303,5786,Burial Chambers,,Quarter Plate Glass Negative,Plan of an Algerian 'mastaba' - like superstructure.,Plan of an Algerian 'mastaba' - like superstructure.,Morrab Library,O.304,Stanley Opie,,,
304,5787,Burial Chambers,,Quarter Plate Glass Negative,Ground plan of an ancient Egyptian mastaba and tomb.,Ground plan of an ancient Egyptian mastaba and tomb.,Morrab Library,O.305,Stanley Opie,,,
305,5788,Burial Chambers,,Quarter Plate Glass Negative,Cross sectiona and plan of an Egyptian mastaba.,Cross sectiona and plan of an Egyptian mastaba.,Morrab Library,O.306,Stanley Opie,,,
306,5789,Burial Chambers,,Quarter Plate Glass Negative,Cist and skeleton 'in situ'.,Cist and skeleton 'in situ'.,Morrab Library,O.307,Stanley Opie,,,
307,5790,Burial Chambers,,Quarter Plate Glass Negative,Cist with Porthole partition.,Cist with Porthole partition.,Morrab Library,O.308,Stanley Opie,nr. Paris,,
308,5791,Burial Chambers,,Quarter Plate Glass Negative,Drawing of a contracted burial cist.,Drawing of a contracted burial cist.,Morrab Library,O.309,Stanley Opie,"Sheviock, st. Germans",,
309,5792,Burial Chambers,,Quarter Plate Glass Negative,Drawing of an ancient sepulchre.,Drawing of an ancient sepulchre.,Morrab Library,O.310,Stanley Opie,"Carn Brea, Camborne",,
310,5793,Burial Chambers,,Quarter Plate Glass Negative,Quoit surrounded by trees.,Quoit surrounded by trees.,Morrab Library,O.311,Stanley Opie,,,
311,5794,Burial Chambers,,Quarter Plate Glass Negative,Quoit surrounded by trees.,Quoit surrounded by trees.,Morrab Library,O.312,Stanley Opie,,,
312,5795,Burial Chambers,,Quarter Plate Glass Negative,Quoit surrounded by trees.,Quoit surrounded by trees.,Morrab Library,O.313,Stanley Opie,,,
313,5796,Burial Chambers,,Quarter Plate Glass Negative,Quoit surrounded by trees.,Quoit surrounded by trees.,Morrab Library,O.314,Stanley Opie,,,
314,5797,Burial Chambers,,Quarter Plate Glass Negative,"Quoit, possibly the 'Three Brothers of Grugith'.","Quoit, possibly the 'Three Brothers of Grugith'.",Morrab Library,O.315,Stanley Opie,St. Keverne,,
315,5798,Burial Chambers,,Quarter Plate Glass Negative,"Quoit, possibly the 'Three Brothers of Grugith'.","Quoit, possibly the 'Three Brothers of Grugith'.",Morrab Library,O.316,Stanley Opie,St. Keverne,,
