pid,institution,status,summary,lkw,viewfrom,placenotes,date,datebeg,dateend,datenotes,inscriptions,skw,akw,okw,event,personalname,role,photographer,loanby,condnotes,webimg,copies,format,locconf,dateconf,previds,height,width,bwcol,cond,catalogby,catdate,batch,cd,usedimg,scanres,bitdepth,pixelwid,pixelht,scandate,moddate,scannedby,scannedon,scansoft,chksum,recorder,comments,lastedit,filter,s_summary,s_viewfrom,s_placenotes,s_datenotes,s_personalname,s_inscriptions
1032,RHW,publish,"Policeman and child encouraging reading, Library, Queen Victoria Road, High Wycombe. 1990",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,Interior of Library,Policeman and child with book called The Police by Alan Road. Child is wearing police helmet and holding truncheon.,7.9.1990,19900907,19900907,Date written on photograph.,,|Group|,|Ceremony|,|Child|Police officer|Book/manuscript|,,"White, Nick,|Lynch, Richard,|Road, Alan,",Police Constable||Author,,,Same topic as RHW01033,RHW01032.jpg,1,Photo Print,Certain,Certain,QUEV62,200,135,Monochrome,Good,MEW,24.2.2005,BAT_001,LIB_001,RHW01032,600 x 600,8,3336,4960,25.5.2005 13:23:44,25.5.2005 13:23:44,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,5443b307225526d2ae9209ca91da99fc,HDC:20060302,NULL,0000-00-00 00:00:00,F,policemanandchildencouragingreadinglibraryqueenvictoriaroadhighwycombe1990,interioroflibrary,policemanandchildwithbookcalledthepolicebyalanroadchildiswearingpolicehelmetandholdingtruncheon,datewrittenonphotograph,whitenick|lynchrichard|roadalan,
1033,RHW,unchecked,"Policeman and child encouraging reading, Library, Queen Victoria Rd, High Wycombe. 1990",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,Interior of Library,Policeman and child with book called The Police by Alan Road. The child is wearing a police helmet and holding a truncheon.,7.9.1990,19900907,19900907,Date written on photograph.,"You're booked! Richard Lynch, five, with PC Nick White",|Group|,|Ceremony|,|Child|Police officer|Book/manuscript|,,"White, Nick|Lynch, Richard|Road, Alan",police constable||author,,,Same topic as RHW01032,,1,News Cutting,Certain,Certain,,170,131,Monochrome,OK,MEW,24.2.2005,,,,,,0,0,,,,,,,HDC:20060302,NULL,0000-00-00 00:00:00,,policemanandchildencouragingreadinglibraryqueenvictoriardhighwycombe1990,interioroflibrary,policemanandchildwithbookcalledthepolicebyalanroadthechildiswearingapolicehelmetandholdingatruncheon,datewrittenonphotograph,whitenick|lynchrichard|roadalan,yourebookedrichardlynchfivewithpcnickwhite
1034,RHW,publish,"Group of three women at retirement celebration, Library, Queen Victoria Rd, High Wycombe. August 1994",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,Interior of Library,"Celebration of retirement, showing commemorative book. Flags of UK and Norway",8.1994,19940800,19940831,Date on photograph and on accompanying text,"Ann Suckling|Gerd Thompson|Shirley Foster|Shirley Foster|1936 - 2003|Shirley Foster, who worked in Wycombe Library for 42 years from May 1952 to August 1994 died suddenly on the 8th August aged 67. Her contribution to the Library service was immeasurable.  She was responsible for producing an index to the Bucks Free Press as well as many other resources which, are still in use today.  Shirley will be remembered by the staff and customers for her dedication to duty and for her hard work.",|Group|,|Ceremony|,|Woman|Book/manuscript|,Retirement,"Suckling, Ann,|Thompson, Gerd,|Foster, Shirley,",||,,,,RHW01034.jpg,1,Photo Print,Certain,Certain,QUEV89,0,152,Monochrome,Good,MEW,24.2.2005,BAT_001,LIB_001,RHW01034,600 x 600,8,3689,4960,25.5.2005 13:23:36,25.5.2005 13:23:36,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,7bf17dee458bc6b90814121406b926cd,HDC:20060302,NULL,02/07/2017 18:17,F,groupofthreewomenatretirementcelebrationlibraryqueenvictoriardhighwycombeaugust1994,interioroflibrary,celebrationofretirementshowingcommemorativebookflagsofukandnorway,dateonphotographandonaccompanyingtext,sucklingann|thompsongerd|fostershirley,annsuckling|gerdthompson|shirleyfoster|shirleyfoster|19362003|shirleyfosterwhoworkedinwycombelibraryfor42yearsfrommay1952toaugust1994diedsuddenlyonthe8thaugustaged67hercontributiontothelibraryservicewasimmeasurableshewasresponsibleforproducinganindextothebucksfreepressaswellasmanyotherresourceswhicharestillinusetodayshirleywillberememberedbythestaffandcustomersforherdedicationtodutyandforherhardwork
1035,RHW,publish,"Last day of operation of the Free Library at Church St, High Wycombe. Saturday 28th May 1932",|Church Street;;High Wycombe (central);Bucks;UK|,"Interior, Free Library, from entrance towards back windows.","Crowd in Free Library, Church St showing downstairs reading room and lending dept. and notice Consideration to others demands SILENCE",28.5.1932,19320528,19320528,Known date,"Rubber Stamp of Cyril Roberts (9)|s9.JPG|Rubber Stamp of High Wycombe Library (roundel), 406|s10.JPG|Last day of Old Library",|Interior|,,|Crowd|Man|Sign|Woman|Book/manuscript|,,"Easton, Percy,|Turnbull, Gladys,|Mayes, John,",Librarian|Deputy Librarian|Trained Assistant,"Roberts, Cyril W.",,,RHW01035.jpg,1,Photo Print,Certain,Certain,QUEV60 | P852 | W.Q.VIC(2) | 406 | 13,153,205,Monochrome,Good,MEW,24.2.2005,BAT_001,LIB_001,RHW01035,600 x 600,8,4907,3662,25.5.2005 13:23:27,25.5.2005 13:23:27,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,acece50a81bd372ad2b6df9593fe10ec,HDC:20060302,NULL,0000-00-00 00:00:00,P,lastdayofoperationofthefreelibraryatchurchsthighwycombesaturday28thmay1932,interiorfreelibraryfromentrancetowardsbackwindows,crowdinfreelibrarychurchstshowingdownstairsreadingroomandlendingdeptandnoticeconsiderationtoothersdemandssilence,knowndate,eastonpercy|turnbullgladys|mayesjohn,rubberstampofcyrilroberts9|s9jpg|rubberstampofhighwycombelibraryroundel406|s10jpg|lastdayofoldlibrary
1036,RHW,publish,"Presentation to Library of Sweetland Photograph collection, Library, Queen Victoria Rd, High Wycombe, 7th Dec. 1977",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,"Interior of Library, downstairs",Handing over of Sweetland Photograph collection to the Library by Roger Rafferty,7.12.1977,19771207,19771207,Date stamp on photograph,Queen Victoria Rd|R.H,|Group|Interior|,|Ceremony|,|Man|Woman|,,"Sparkes, Ivan,|Rafferty, Roger,|Rippon, Cyril,",Librarian||County Librarian,"Mead, Robert",,,RHW01036.jpg,1,Photo Print,Certain,Fairly Sure,QUEV61 | P887 | W.Q.VIC(2),138,204,Monochrome,Good,MEW,24.2.2005,BAT_001,LIB_001,RHW01036,600 x 600,8,4926,3310,25.5.2005 15:46:07,25.5.2005 15:46:07,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,5ada72431355caccfa56e47dc1f801fa,HDC:20060302,NULL,0000-00-00 00:00:00,F,presentationtolibraryofsweetlandphotographcollectionlibraryqueenvictoriardhighwycombe7thdec1977,interioroflibrarydownstairs,handingoverofsweetlandphotographcollectiontothelibrarybyrogerrafferty,datestamponphotograph,sparkesivan|raffertyroger|ripponcyril,queenvictoriard|rh
1037,RHW,publish,"Removal of milestone, outside front door of Library, Queen Victoria Rd. High Wycombe, about 1970",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,Outside front door of Library,"Removal of milestone, showing front door of Library with Wycombe District Council crest and five men looking on.",about 1970 ,19690000,19710000,Clothing suggests this decade,,|Civic building|,|Demolition|,|Crest/emblem|Man|Milestone|,,,,,,,RHW01037.jpg,1,Photo Print,Certain,Estimate,QUEV60 | P851 | W.Q.VIC(2),202,151,Monochrome,Good,MEW,28.2.2005,BAT_001,LIB_001,RHW01037,600 x 600,8,3658,4886,25.5.2005 15:45:55,25.5.2005 15:45:55,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,651d99f68cc7243b4b3ce0c13bd23105,HDC:20060302,NULL,0000-00-00 00:00:00,P,removalofmilestoneoutsidefrontdooroflibraryqueenvictoriardhighwycombeabout1970,outsidefrontdooroflibrary,removalofmilestoneshowingfrontdooroflibrarywithwycombedistrictcouncilcrestandfivemenlookingon,clothingsuggeststhisdecade,,
1038,RHW,publish,"View from North, looking South along Queen Victoria Rd, High Wycombe. about 1960",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,N from junction with High St and Crendon St,"Queen Victoria Rd from N to S showing Post Office, Christchurch Sunday School, Council Offices, Library and gardens, and traffic sign",about 1960 ,19590000,19610000,Handwritten date,Queen Victoria Rd|[a] HIGH WYCOMBE,|Civic building|Recreational building|Streetscape|,,|Bus stop|Garden|Man|Motor vehicle|Post office|Sign|Street lighting|Telephone box|Traffic control|Woman|,,,,"Sweetland, Edward",,,RHW01038.jpg,2,Photo Print,Certain,Fairly Sure,QUEV62 | P804 | W.Q.VIC(1) | 11277,164,215,Monochrome,Good,MEW,28.2.2005,BAT_001,LIB_001,RHW01038,600 x 600,8,5040,3894,25.5.2005 15:45:48,25.5.2005 15:45:48,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,b84f32eea681c730179eeffd7845e877,HDC:20060302,NULL,0000-00-00 00:00:00,P,viewfromnorthlookingsouthalongqueenvictoriardhighwycombeabout1960,nfromjunctionwithhighstandcrendonst,queenvictoriardfromntosshowingpostofficechristchurchsundayschoolcouncilofficeslibraryandgardensandtrafficsign,handwrittendate,,queenvictoriard|ahighwycombe
1039,RHW,publish,"Martin Rickard, Reference Librarian, Queen Victoria Rd, High Wycombe, about 1990",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,Interior Reference Library,,about 1990 ,19890000,19910000,Recollection of Library staff,,|Portrait|,,|Man|,,"Rickard, Martin,",Reference Librarian,,,,RHW01039.jpg,1,Photo Print,Certain,Estimate,QUEV86,135,205,Monochrome,Good,MEW,28.2.2005,BAT_001,LIB_001,RHW01039,600 x 600,8,4962,3362,25.5.2005 15:45:41,25.5.2005 15:45:41,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,ae038fd4d2ade5bceeb419f90eb72a67,HDC:20060302,NULL,0000-00-00 00:00:00,F,martinrickardreferencelibrarianqueenvictoriardhighwycombeabout1990,interiorreferencelibrary,,recollectionoflibrarystaff,rickardmartin,
1040,RHW,publish,"Group of Reference Library Staff, Queen Victoria Rd, High Wycombe, about 1989 or 1990",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,Interior of Reference Library,Group of Library staff in Reference Library,about 1990 ,19890000,19910000,Date given by Library staff,,|Group|Interior|Portrait|,,|Man|Woman|,,"Rickard, Martin,|Featherstone, Christine,|Foster, Shirley,|Fisher, Joan,",Reference Librarian|Library Staff|Library Staff|Library Staff,,,,RHW01040.jpg,1,Photo Print,Certain,Certain,QUEV87,136,205,Monochrome,Good,MEW,28.2.2005,BAT_001,LIB_001,RHW01040,600 x 600,8,4962,3328,25.5.2005 15:45:35,25.5.2005 15:45:35,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,99002939bee19b00af0d67269b83a787,HDC:20060302,NULL,0000-00-00 00:00:00,F,groupofreferencelibrarystaffqueenvictoriardhighwycombeabout1989or1990,interiorofreferencelibrary,groupoflibrarystaffinreferencelibrary,dategivenbylibrarystaff,rickardmartin|featherstonechristine|fostershirley|fisherjoan,
1041,RHW,publish,"Two women, one giving a demonstration in the Library, Queen Victoria Rd, High Wycombe. about 1990",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,"Interior, downstairs, Library",,about 1990 ,19890000,19910000,,,|Interior|Portrait|,,|Woman|,,,,,,,RHW01041.jpg,2,Photo Print,Certain,Estimate,QUEV88,153,202,Monochrome,Good,MEW,28.2.2005,BAT_001,LIB_001,RHW01041,600 x 600,8,4841,3412,25.5.2005 17:15:30,25.5.2005 17:15:30,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,9831b41565a98fed171b5f93f400acef,HDC:20060302,NULL,0000-00-00 00:00:00,F,twowomenonegivingademonstrationinthelibraryqueenvictoriardhighwycombeabout1990,interiordownstairslibrary,,,,
1042,RHW,publish,"Group of Library staff, Queen Victoria Rd, High Wycombe. Dec 1995",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,"Staff room, Library",,12.1995,19951200,19951231,Date written on photograph,Staff Xmas Lunch,|Group|Interior|,|Meal|,|Man|Woman|,Christmas,"Rickard, Martin,|Walton, Karen,|Hill, Sharon,|Ewing, Fay,|Woodward, Mary,",Reference Librarian|Library Staff|Library Staff|Library Staff|Library Staff,,,,RHW01042.jpg,1,Photo Print,Certain,Certain,,108,160,Full Colour,Good,MEW,28.2.2005,BAT_001,LIB_001,RHW01042,600 x 600,8 8 8,3810,2554,27.5.2005 11:15:17,27.5.2005 11:15:17,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,62c3ce49126a2b33f0659b28c3ab9e94,HDC:20060302,NULL,0000-00-00 00:00:00,F,groupoflibrarystaffqueenvictoriardhighwycombedec1995,staffroomlibrary,,datewrittenonphotograph,rickardmartin|waltonkaren|hillsharon|ewingfay|woodwardmary,staffxmaslunch
1043,RHW,publish,"Christmas Story-time in Library, Queen Victoria Rd, High Wycombe. Dec 1995",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,"Interior, children's library",Peter Musset dressed as Father Christmas at children's Story-time,12.1995,19951200,19951231,Date on photograph,Father Xmas Story-time,|Group|Interior|,|Entertainment|,|Book/manuscript|Child|Man|Woman|,Christmas,"Musset, Peter,|Smith, Janet,|Mathers, Barbara,|Hill, Sharon,|Brown, Simon,",Librarian|Library Staff|Library Staff|Library Staff|Library Staff,,,,RHW01043.jpg,1,Photo Print,Certain,Certain,QUEV92,108,160,Full Colour,Good,MEW,28.2.2005,BAT_001,LIB_001,RHW01043,600 x 600,8 8 8,3770,2554,27.5.2005 11:26:14,27.5.2005 11:26:14,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,7e5f62b64abe323c37d8312578dfdf11,HDC:20060302,NULL,0000-00-00 00:00:00,F,christmasstorytimeinlibraryqueenvictoriardhighwycombedec1995,interiorchildrenslibrary,petermussetdressedasfatherchristmasatchildrensstorytime,dateonphotograph,mussetpeter|smithjanet|mathersbarbara|hillsharon|brownsimon,fatherxmasstorytime
1045,RHW,publish,"Library staff pose for a publicity photograph after reorganisation of Reference Library, Queen Victoria Rd, High Wycombe. after 1994",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,Reference Library,"After reorganisation of Reference Library, photograph by Bucks Free Press, staff acting as members of the public",after 1994 ,19940000,19970000,,,|Group|Interior|,|Publicity|,|Book/manuscript|Man|Woman|,,"Gieler, Alison,|Featherstone, Christine,|Dorme, Kari,|Dorme, G.,|Arnel, Michelle,",Library Staff|Library Staff|Library Staff||Library Staff,,,Same occasion as RHW01046,RHW01045.jpg,1,Photo Print,Certain,Fairly Sure,QUEV93,136,205,Monochrome,Good,MEW,3.3.2005,BAT_001,LIB_002,RHW01045,600 x 600,8,4915,3362,27.5.2005 11:25:59,27.5.2005 11:25:59,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,60e3066fd2b5d4382ceb66720fc93928,HDC:20060302,NULL,0000-00-00 00:00:00,P,librarystaffposeforapublicityphotographafterreorganisationofreferencelibraryqueenvictoriardhighwycombeafter1994,referencelibrary,afterreorganisationofreferencelibraryphotographbybucksfreepressstaffactingasmembersofthepublic,,gieleralison|featherstonechristine|dormekari|dormeg|arnelmichelle,
1046,RHW,publish,"Library staff pose for a publicity photograph after reorganisation of Reference Library, Queen Victoria Rd, High Wycombe. after 1994",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,Reference Library,"After reorganisation of Reference Library photograph by Bucks Free Press, staff standing in for members of the public",after 1994 ,19940000,19970000,Date from Library staff,,|Group|Interior|,|Publicity|,|Book/manuscript|Man|Woman|,,"Gieler, Alison,|Featherstone, Christine,|Dorme, Kari,|Dorme, G.,|Arnel, Michelle,",Library Staff|Library Staff|Library Staff||Library Staff,,,Same occasion as RHW01045,RHW01046.jpg,2,Photo Print,Certain,Fairly Sure,QUEV93,136,205,Monochrome,Good,MEW,3.3.2005,BAT_001,LIB_002,RHW01046,600 x 600,8,4915,3362,27.5.2005 11:25:51,27.5.2005 11:25:51,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,40bd7f40af62de7fc303e9636a40b3a6,HDC:20060302,NULL,0000-00-00 00:00:00,P,librarystaffposeforapublicityphotographafterreorganisationofreferencelibraryqueenvictoriardhighwycombeafter1994,referencelibrary,afterreorganisationofreferencelibraryphotographbybucksfreepressstaffstandinginformembersofthepublic,datefromlibrarystaff,gieleralison|featherstonechristine|dormekari|dormeg|arnelmichelle,
1047,RHW,publish,"Healthy Eating display in Children's Library, Queen Victoria Rd, High Wycombe, August 1995",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,Children' Library,Healthy Eating display sponsored by ACE Living in Children's Library,8.1995,19950800,19950831,Date written on photograph,,|Interior|,|Publicity|,|Book/manuscript|,,,,,,,RHW01047.jpg,3,Photo Print,Certain,Certain,QUEV84,108,160,Full Colour,Good,MEW,3.3.2005,BAT_001,LIB_002,RHW01047b,600 x 600,8 8 8,3809,2582,27.5.2005 11:25:42,27.5.2005 11:25:42,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,d1861b7fb04922b06b42e8b658f26e22,HDC:20060302,NULL,0000-00-00 00:00:00,P,healthyeatingdisplayinchildrenslibraryqueenvictoriardhighwycombeaugust1995,childrenlibrary,healthyeatingdisplaysponsoredbyacelivinginchildrenslibrary,datewrittenonphotograph,,
1048,RHW,publish,"Mrs Annie Vie in her home with books publicity for Mobile Library, location unknown. Sept 1990",|;;;Bucks;UK|,,Mrs Annie Vie in her own home,9.199,19900900,19900931,Date with photograph,Mrs Annie Vie age 83 Sept 90|Housebound Service,|Interior|,|Publicity|,|Book/manuscript|Woman|,,"Vie, Annie, Mrs",,,,Same occasion as RHW01049,RHW01048.jpg,1,Photo Print,No Idea,Certain,QUEV47,153,234,Full Colour,Good,MEW,3.3.2005,BAT_001,LIB_002,RHW01048,600 x 600,8 8 8,5564,3652,27.5.2005 11:25:29,27.5.2005 11:25:29,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,ade34a0695cc667a18e7a72ef65b6b79,HDC:20060302,NULL,0000-00-00 00:00:00,F,mrsannievieinherhomewithbookspublicityformobilelibrarylocationunknownsept1990,,mrsannievieinherownhome,datewithphotograph,vieanniemrs,mrsannievieage83sept90|houseboundservice
1049,RHW,publish,"Mrs Annie Vie in her own home with books and magnifier, publicity for Mobile Library, location unknown, Sept. 1990",|;;;Bucks;UK|,,Mrs Annie Vie in her own home,9.199,19900900,19900931,Date accompanying photograph,Mrs Annie Vie aged 83 Sept 90|Housebound Service,|Interior|,|Publicity|,|Book/manuscript|Woman|,,"Vie, Annie, Mrs",,,,Same occasion as RHW01048,RHW01049.jpg,1,Photo Print,No Idea,Certain,QUEV68,205,155,Full Colour,Good,MEW,3.3.2005,BAT_001,LIB_002,RHW01049,600 x 600,8 8 8,3725,5354,27.5.2005 11:31:06,27.5.2005 11:31:06,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,0a62d6c99a935da8f5382a82bb0b64aa,HDC:20060302,NULL,0000-00-00 00:00:00,F,mrsannievieinherownhomewithbooksandmagnifierpublicityformobilelibrarylocationunknownsept1990,,mrsannievieinherownhome,dateaccompanyingphotograph,vieanniemrs,mrsannievieaged83sept90|houseboundservice
1050,RHW,publish,"60th anniversary of opening of Library, part of exhibition, Queen Victoria Rd, High Wycombe. June 1992",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,Downstairs room,"60th anniversary of opening of Library, mock up of 1930's room designed by Cayla Twemlow",15.6.1992,19920615,19920615,Library date stamp,Mr Tapsell|See Ref Newsletter for June '92 for info on chairs,|Interior|,|Exhibition|,|Household furniture|,,"Tapsell, Mr",,,,,RHW01050.jpg,1,Photo Print,Certain,Certain,QUEV70,100,148,Full Colour,Good,MEW,3.3.2005,BAT_001,LIB_002,RHW01050,600 x 600,8 8 8,3569,2414,27.5.2005 11:30:51,27.5.2005 11:30:51,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,beae0db7286c947566e2a5a113c72812,HDC:20060302,NULL,0000-00-00 00:00:00,P,60thanniversaryofopeningoflibrarypartofexhibitionqueenvictoriardhighwycombejune1992,downstairsroom,60thanniversaryofopeningoflibrarymockupof1930sroomdesignedbycaylatwemlow,librarydatestamp,tapsellmr,mrtapsell|seerefnewsletterforjune92forinfoonchairs
1051,RHW,publish,"Reference Library door, Queen Victoria Rd, High Wycombe. about 1992",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,Corridor entrance to Reference Library,,about 1992 ,19910000,19930000,Before reorganisation of Reference Library,,|Interior|,,|Book/manuscript|Sign|,,,,,,,RHW01051.jpg,1,Photo Print,Certain,Fairly Sure,QUEV80 | ss029 00193082 014212,150,100,Full Colour,Good,MEW,3.3.2005,BAT_001,LIB_002,RHW01051,600 x 600,8 8 8,2363,3572,27.5.2005 11:34:54,27.5.2005 11:34:54,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,f5932a4332081453867c59ac85c0a3c6,HDC:20060302,NULL,0000-00-00 00:00:00,P,referencelibrarydoorqueenvictoriardhighwycombeabout1992,corridorentrancetoreferencelibrary,,beforereorganisationofreferencelibrary,,
1052,RHW,publish,"Shelves and books in Reference Library, Queen Victoria Rd, High Wycombe. about 1992",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,Reference Library,Shelves in Reference Library Kelly Directory Writers Directory Who's Who 1991 to 1992 European Business Directory,about 1992 ,19910000,19930000,,,|Interior|,,|Book/manuscript|,,,,,,,RHW01052.jpg,1,Photo Print,Certain,Fairly Sure,QUEV82 | ss029 [15]0820142 2,150,100,Full Colour,Good,MEW,3.3.2005,BAT_001,LIB_002,RHW01052,600 x 600,8 8 8,2350,3572,27.5.2005 11:34:39,27.5.2005 11:34:39,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,a4f22f89a3a34648aa25772e7faa68eb,HDC:20060302,NULL,0000-00-00 00:00:00,,shelvesandbooksinreferencelibraryqueenvictoriardhighwycombeabout1992,referencelibrary,shelvesinreferencelibrarykellydirectorywritersdirectorywhoswho1991to1992europeanbusinessdirectory,,,
1053,RHW,publish,"Shelves and books in Reference Library, Queen Victoria Rd, High Wycombe. about 1992",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,Reference Library,"Shelves and books in Reference Library Key British Enterprises Thorpe, Bernard Commercial Property Consultants Handbook of Market Leaders",about 1992 ,19910000,19930000,,,|Interior|,,|Book/manuscript|,,,,,,,RHW01053.jpg,1,Photo Print,Certain,Fairly Sure,QUEV81 | ss029 [16]0820142 2,100,150,Full Colour,Good,MEW,3.3.2005,BAT_001,LIB_002,RHW01053,600 x 600,8 8 8,3590,2372,27.5.2005 11:36:57,27.5.2005 11:36:57,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,4ee7f95d337fd23fa145852c29e617e1,HDC:20060302,NULL,0000-00-00 00:00:00,,shelvesandbooksinreferencelibraryqueenvictoriardhighwycombeabout1992,referencelibrary,shelvesandbooksinreferencelibrarykeybritishenterprisesthorpebernardcommercialpropertyconsultantshandbookofmarketleaders,,,
1054,RHW,publish,"Reference Library, Queen Victoria Rd, High Wycombe. 1993 to 1994",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,Reference Library,,about 1993 ,19920000,19940000,Before reorganisation of Reference Library,,|Interior|,,|Book/manuscript|Man|,,"Rickard, Martin,",Librarian,,,,RHW01054.jpg,1,Photo Print,Certain,Certain,QUEV79 | ss029 [05]1120242 12,150,200,Full Colour,Good,MEW,3.3.2005,BAT_001,LIB_002,RHW01054,600 x 600,8 8 8,4769,3584,27.5.2005 11:48:53,27.5.2005 11:48:53,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,965466bcbedfae82d02cd2c69175c1d9,HDC:20060302,NULL,0000-00-00 00:00:00,P,referencelibraryqueenvictoriardhighwycombe1993to1994,referencelibrary,,beforereorganisationofreferencelibrary,rickardmartin,
1055,RHW,publish,"Two Library staff in the Reference Library, Queen Victoria Rd, High Wycombe. about 1992",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,Reference Library,,about 1992 ,19910000,19930000,Pencilled on back,,|Interior|,,|Book/manuscript|Woman|,,"Foster, Shirley,|Beadle, Val,",Library Staff|Library Staff,,,,RHW01055.jpg,1,Photo Print,Certain,Fairly Sure,QUEV78 | ss029 [03]1120202 12,150,200,Full Colour,Good,MEW,3.3.2005,BAT_001,LIB_002,RHW01055,600 x 600,8 8 8,4769,3584,27.5.2005 11:48:44,27.5.2005 11:48:44,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,b77500f2345fb2dce65ceaac00234c4b,HDC:20060302,NULL,0000-00-00 00:00:00,P,twolibrarystaffinthereferencelibraryqueenvictoriardhighwycombeabout1992,referencelibrary,,pencilledonback,fostershirley|beadleval,
1056,RHW,publish,"Reference Library before 1994 refurbishment, Queen Victoria Rd, High Wycombe, about 1992",|Queen Victoria Road;;High Wycombe (central);Bucks;UK|,Reference Library,"Members of the public, Reference Library showing Georgian fireplace",about 1992 ,19910000,19930000,Before 1994 refurbishment,,|Interior|,,|Book/manuscript|Man|Woman|Fireplace|,,,,,,,RHW01056.jpg,1,Photo Print,Certain,Fairly Sure,QUEV77 | ss029[01]1120242 12,150,200,Full Colour,Good,MEW,3.3.2005,BAT_001,LIB_002,RHW01056,600 x 600,8 8 8,4769,3584,27.5.2005 11:48:37,27.5.2005 11:48:37,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,936c2023b308523a1da03b7e6575f344,HDC:20060302,NULL,0000-00-00 00:00:00,P,referencelibrarybefore1994refurbishmentqueenvictoriardhighwycombeabout1992,referencelibrary,membersofthepublicreferencelibraryshowinggeorgianfireplace,before1994refurbishment,,
1057,RHW,publish,"Demolition of the Old National School, White Hart Street, High Wycombe, 1955",|White Hart Street;;High Wycombe (central);Bucks;UK|,Newland Bridge,"Demolition of Old National School, Aldridge, J and Sons Ltd, W/sale Retail Fruit/Veg shop in background",1955,19550000,19551231,Date written on photograph,"Hart Street|Demolition of the Old National Schools in White Hart Street, 1955|1955",|Civic building|Commercial building|Streetscape|,|Demolition|,|Man|Motor vehicle|School/college|Shop|,,,,"Goodearl, Ronald",,Remains of sticky tape on left front,RHW01057.jpg,1,Photo Print,Certain,Certain,WHI10 | 5,154,205,Monochrome,OK,MEW,7.3.2005,BAT_001,LIB_002,RHW01057,600 x 600,8,4925,3700,27.5.2005 11:48:31,27.5.2005 11:48:31,JLC,Epson Perfection4870,Adobe Photoshop CS Windows,f2dd0ce4f94cab15b7fa500169e9de98,HDC:20060302,NULL,0000-00-00 00:00:00,P,demolitionoftheoldnationalschoolwhitehartstreethighwycombe1955,newlandbridge,demolitionofoldnationalschoolaldridgejandsonsltdwsaleretailfruitvegshopinbackground,datewrittenonphotograph,,hartstreet|demolitionoftheoldnationalschoolsinwhitehartstreet1955|1955
