,itemId,Title,Description,Creator,Source,Publisher,Identifier,Subject,Rights,Date,Coverage,Format,Type,Contributor
41,14767,Women's  pond Hampstead Heath,"A man looks at the sign for ""Ladies and girl swimmers only' on Hampstead Heath.",Serena Wadham,,,SWA.EX.16,,,1974,Hampstead Heath London,Silver Bromide Print,Photograph,
42,14771,"Women's pond, Hampstead Heath, london",Since the early 1920s the Women's pond has been a secluded oasis popular with North London women for both swimming - especially after the pike were removed - and socialising.,Serena Wadham,,,SWA.EX.17,,,1974,"Hamstead Heath, london",Silver Bromide Print,Photograph,
43,14782,Judy Chicago,"American artist and feminist activist, creator of the celebrated 'vulvar' installation, 'The Dinner Party' (1979)",Serena Wadham,,,SWA.EX.018,Portrait,,1982,London,Silver Bromide Print,Photograph,
44,14783,"Dame Margaret Corbett-Ashby, suffragette","Written on the back of the print by Serena Wadham:
'Suffragette (v old)
Dame Margery Corbett-Ashby, suffragist, 98.  Speaking at Women's Action Day on 27-11-80.'",Serena Wadham,,,SWA.EX.019,,,1980-11-27,London,Silver Bromide Print,Photograph,
45,14784,"Pierre Boulez, musician and conductor","Written on the back of the print by Serena Wadham:
'Boulez conducting the BBC Symphony Orchestra at the Royal Festival Hall, London.
Note that his conducting technique is quite unique: he can & does conduct 4 players at once.  Each in a different  ""tempo"" - if that is not the right word, it is the nearest I can find.  He uses each of his hands independently, of course, as all good conductors do, and in addition he uses his hands higher or lower, having told the players WHERE he is going to beat for each of them.  It is this technique which allows him to control the 4 simultaneous yet independent temporal progressions'",Serena Wadham,,,SWA.EX.020,,,1965-1970,Royal Festival Hall London,Silver Bromide Print,Photograph,
46,14785,"Composers Susan Bradshaw and Richard Rodney Bennett, with un-named percussionist","Written on the back of the print by Serena Wadham:
'Richard Rodnet Bennett composer
Susan Bradshaw: pianist and composer.'",Serena Wadham,,,SWA.EX.021,,,1965-1975,London,Silver Bromide Print,Photograph,
47,14786,Mary Stott writer and journalist (80th birthday),"A typed label fixed to the back of the print reads:
'British Writers:
Mary Stott
OPS Mary Stott, British writer and journalist whose latest book ""Women Talking"" was released by Pandora in 1987.  She was the Editor of the Guardian Women's Page from 1957 to 1972.  She has written many articles and books and served on numerous committees.  In July 1987 she celebrates her 80th birthday.
Please acknowledge:
Photograph by Serena Wadham
Camera Press London
26430-5(78)",Serena Wadham,,,SWA.EX.022,,,1987,London,Silver Bromide Print,Photograph,
48,14787,Mariella Novotney,"Mariella Novotney, Sixties mini-icon and author of the novel, 'King's Road', who briefly amused the media with her Barbarella-like look and comic utterances such as ""I'm only good at two things.  One is writing; the other is making love"".",Serena Wadham,,,SWA.EX.023,,,1972,London,Silver Bromide Print,Photograph,
49,14788,"Midge McKenzie, director with her camera","Written on the back of the print by Serena Wadham:
'Midge McKenzie, director checks the framing of a shot during the making of a TV commercial.'
A British feminist and film-maker, McKenzie made her name with 'Women Talking' (1970)-interviews with leaders of the American Women's Liberation Movement, and the BBC docudrama series 'Shoulder to Shoulder'(1975) about British Suffragettes.",Serena Wadham,,,SWA.EX.024,,,1972-1976,London,,Photograph,
50,14789,"Midge McKenzie, director, directing a TV commercial.","A British feminist and film-maker, McKenzie made her name with 'Women Talking' (1970)-interviews with leaders of the American Women's Liberation Movement, and the BBC docudrama series 'Shoulder to Shoulder'(1975) about British Suffragettes.",Serena Wadham,,,SWA.EX.025,,,1972-1976,London,Silver Bromide Print,Photograph,
51,14790,E M Forster OM British Novelist,"E M Forster OM Novelist and author of A Passage to India, Howards End, A room witha View, and other works.",Serena Wadham,,,SWA.EX.026,,,1966-1967,London,Silver Bromide Print,Photograph,
52,14791,"Victoria Station, London",A porter talks to some customers at Victora Station,Serena Wadham,,,SWA.EX.027,,,1965,"Victoria Station, London",Silver Bromide Print,Photograph,
53,14792,"Victora Station, London","A passenger sits waiting, reading a newspaper.",Serena Wadham,,,SWA.EX.028,,,1965-1969,"Victoria Station, London",Silver Bromide Print,Photograph,
54,14793,"'Furnished' accommodation, Notting Hill, London","Written on the back of the print by Serena Wadham:
""Furnished"" accommodation in Notting Hill. 1968",Serena Wadham,,,SWA.EX.029,,,1968,"Notting Hill, London",Silver Bromide Print,Photograph,
55,14794,"Pat Arrowsmith, peace campaigner, leaving Holloway Prison",,Serena Wadham,,,SWA.EX.030,,,1969,"Outside Holloway Prison, London",Silver Bromide Print,Photograph,
56,14839,"Pat Arrowsmith, peace campaigner, at a poetry reading by the Prodigal Daughters at the Women's Free Alliance, 11 June 1976",,Serena Wadham,,,SWA.EX.031,,,1976-06-11,London,Silver Bromide Print,Photograph,
57,14840,Feminist activist 1970s,,Serena Wadham,,,SWA.EX.032,,,1968-1975,London,Silver Bromide Print,Photograph,
58,14841,Women take over 'Il Vino',"'Fracas at El Vino's'
""The City is a man's world. But at El Vino's women are welcome in the back room"".  A classic feminist cause celebre was the campaign to win equal treatment for women in this legendary legal and financial bar",Serena Wadham,,,SWA.EX.033,,,1970,"Soho, London",Silver Bromide Print,Photograph,
59,14842,Women welcome in the back room,"'Fracas at El Vino's
written on the back of the print by Serena Wadham :
""The City is a man's world. But at El Vino's women are welcome in the back room"". 
A classic feminist cause celebre was the campaign to win equal treatment for women in this legendary legal and financial bar",Serena Wadham,,,SWA.EX.034,,,1976,"Soho, London",Silver Bromide Print,Photograph,
60,14843,Scuffle at the door of 'Il Vino',"'Fracas at El Vino's
""The City is a man's world. But at El Vino's women are welcome in the back room"". A classic feminist cause celebre was the campaign to win equal treatment for women in this legendary legal and financial bar",Serena Wadham,,,SWA.EX.035,,,1976,"Soho, London",Silver Bromide Print,Photograph,
61,14871,Women protest outside 'Il Vino',"'Fracas at El Vino's'
""The City is a man's world. But at El Vino's women are welcome in the back room"".  A classic feminist cause celebre was the campaign to win equal treatment for women in this legendary legal and financial bar",Serena Wadham,,,SWA.EX.036,,,1970,"Soho, London",Silver Bromide Print,Photograph,
62,14872,"William Davis, editor of Punch Magazine outside 'Il Vino'","'Fracas at El Vino's' 
""The City is a man's world. But at El Vino's women are welcome in the back room"". A classic feminist cause celebre was the campaign to win equal treatment for women in this legendary legal and financial bar.",Serena Wadham,,,SWA.EX.037,,,1970,"Soho, London",Silver Bromide Print,Photograph,
63,14873,"William Davis, editor of Punch Magazine outside 'Il Vino'
(darker copy of SWA.EX.037)","'Fracas at El Vino's'
""The City is a man's world. But at El Vino's women are welcome in the back room"". A classic feminist cause celebre was the campaign to win equal treatment for women in this legendary legal and financial bar",Serena Wadham,,,SWA.EX.038,,,1970,London,Silver Bromide Print,Photograph,
64,14874,"Amaryllis Fleming, cellist, at home in Chelsea","Written on the back of the print by Serena Wadham:
'Amaryllis Fleming at home in Chelsea'",Serena Wadham,,,SWA.EX.039,,,1960-1965,"Chelsea, London",,Photograph,
65,14875,Young musicians in a stairwell,"Serena Wadham had been a musician, studying in Geneva and at the Royal College of Music before a motorbike accident forced her to abandon her intended career.  When she embarked upon a career as a photojournalist she still obviously had a love for, and access to, music and musicians.",Serena Wadham,,,SWA.EX.040,,,1965-1975,London,Silver Bromide Print,Photograph,
66,14876,"Police raid on the Middle Earth Club, Covent Garden","Written on the back of the print by Serena Wadham:
'at the Middle Earth, Covent garden (part of a photo story on a police raid.)'  
The police raid on the Middle Earth Club in Covent Garden in June 1968 was a key event that led to the closure of London's premier  music venue (and successor of the earlier UFO Club), where the latest bands performed amid clouds of glory and other substances.  Serena's picture strikingly captures the ethos of the place and reflects her growing interest in theatrical photography.",Serena Wadham,,,SWA.EX.041,,,1968/06/09,"Covent Garden, London",Silver Bromide Print,Photograph,
67,14877,"Police raid on the Middle Earth Club, Covent Garden","The police raid on the Middle Earth Club in Covent Garden in June 1968 was a key event that led to the closure of London's premier  music venue (and successor of the earlier UFO Club), where the latest bands performed amid clouds of glory and other substances.  Serena's picture strikingly captures the ethos of the place and reflects her growing interest in theatrical photography.",Serena Wadham,,,SWA.EX.042,,,1968/06/09,"Covent Garden, London",Silver Bromide Print,Photograph,
68,14878,"Woman selling dolls clothes in Chapel Market, Islington","Title written on the back of the print by Serena Wadham in English, and in another hand the title written in French.",Serena Wadham,,,SWA.EX.043,,,1968-1975,"Chapel Street Market, Islington, London",Silver Bromide Print,Photograph,
69,14884,A crowd of women and children watching a street event in Islington,"Islington
During the time that Serena Wadham lived there, from the late 1960s to 1987, the borough became increasingly mixed, with a large white working-class population rubbing shoulders with incoming young professionals and increasing numbers of new immigrants.  Serena Wadham's flat in Noel Road was a few minutes walk from the Regent's Park Canal, Islington's crowded shopping streets and markets, and the new high-rise Packington Estate.  The grittiness of her many street photographs now seems reminiscent of- and was perhaps influenced by- contemporary TV docu-dramas such as 'Cathy Come Home' and 'Edna The Inebriate Woman'.  She made many images of children, a subject that - even for a female photographer- would be problematical today.",Serena Wadham,,,SWA.EX.044,,,1965-1975,"Islington, London",Silver Bromide Print,Photograph,
70,14885,A woman pulling her shopping in a basket on a street in Islington,,Serena Wadham,,,SWA.EX.045,,,1965-1975,"Islington, London",Silver Bromide Print,Photograph,
71,14886,"Market Seller Islington, London",,Serena Wadham,,,SWA.EX.046,,,1965-1975,"Islington, London",Silver Bromide Print,Photograph,
72,14887,"Two women with their shopping, Islington, London","Written on the back of the print by Serena Wadham:
'In Islington'",Serena Wadham,,,SWA.EX.047,,,1965-1975,"Islington, London",,Photograph,
73,14888,"Greengrocer, Islington, London",,Serena Wadham,,,SWA.EX.048,,,1965-1975,"Islington, London",Silver Bromide Print,Photograph,
74,14889,"Corrall Road Farm, Islington, London",,Serena Wadham,,,SWA.EX.049,"Serena Wadham became involved in a campaign to support Charlie Welsh, a rag-and-bone man who kept horses, ponies and other animals at a former builder's yard. It was popular with local children, and there was considerable protest when Charlie was threatened with eviction (and briefly imprisoned) because of rent and rates arrears.",,1975-1978,"Islington,London",Silver Bromide Print,Photograph,
75,14890,"Corral Road Farm, Islington, London",,Serena Wadham,,,SWA.EX.050,"Serena Wadham became involved in a campaign to support Charlie Welsh, a rag-and-bone man who kept horses, ponies and other animals at a former builder's yard.  It was popular with local children, and there was considerable protest when Charlie was threatened with eviction (and briefly imprisoned) because of rent and rates arrears.",,1975-1978,"Islington,London",Silver Bromide Print,Photograph,
76,14891,"Regent's Canal, Islington London",,Serena Wadham,,,SWA.EX.051,,,1970-1985,"Regent's Canal, Islington, London",Silver Bromide Print,Photograph,
77,14892,"Regent's Canal, Islington, London",,Serena Wadham,,,SWA.EX.052,,,,London,Silver Bromide Print,Photograph,
78,14893,"Oiled Gannets rescued from the sea after the Torrey Canyon disaster 20 miles off Land's End, March 1967","Typed label attached to the back of the print:
BRITAIN'S BATTLE FOR THE BEACHES
Victims of the oil slicks.  Three gannets, normally a dazzling white, that were rescued from the sea after the tanker Torrey Canyon, laden with 120,000 tons of crude oil, ran aground on the Seven Stones reef, 20 miles off Land's End.
Please acknowledge : Photograph by SERENA WADHAM",Serena Wadham,,,SWA.EX.053,,,1967-03,West Cornwall,Silver Bromide Print,Photograph,
79,14896,"Woman and her dog, Islington",,Serena Wadham,,,SWA.EX.055,,,1970-1975,"Islington,London",Silver Bromide Print,Photograph,
80,14897,A boys' gang in Islington,"Written on the back of the print by Serena Wadham:
'A boys' gang in Islington""",Serena Wadham,,,SWA.EX.056,,,1970-1975,"Islington, London",Silver Bromide Print,Photograph,
81,14898,Children playing in a street in Islington,,Serena Wadham,,,SWA.EX.057,,,1970-1975,"Islington, London",Silver Bromide Print,Photograph,
82,14899,"Immigrant mother and children, Liverpool Road, London","Typed label taped to the back of the print:
'L.  This coloured woman has 3 children, 1 fair.  She is standing in front of her home in the Liverpool Road.'",Serena Wadham,,,SWA.EX.058,,,1970-1975,"Liverpool Road, London",Silver Bromide Print,Photograph,
83,14901,"Portrait of a young girl, Islington, London",,Serena Wadham,,,SWA.EX.059,,,1970-1975,"Islington,London",Silver Bromide Print,Photograph,
84,14954,"Man poking tongue out at Serena Wadham, Islington, London",,Serena Wadham,,,SWA.EX.060,,,1970-1977,"Islington, London",Silver Bromide Print,Photograph,
85,14955,"Janet Murphy, (Central Street,) and friends.","Written on the back of the print by Serena Wadham:
'Janet Murphey (Central Street) and friends.'",Serena Wadham,,,SWA.EX.061,,,1972-1978,"Islington,London",Silver Bromide Print,Photograph,
86,14956,"Two young people selling corn dollies on the street in Islington, London",,Serena Wadham,,,SWA.EX.062,,,1972-1978,"Islington, London",Silver Bromide Print,Photograph,
87,14957,"Orthodox Jewish yeshivas in Gateshead, Sunderland or Jewish schools in North London.","This image shows cropping information, presumably drawn on, in red chinagraph pencil, by Serena Wadham
or her editor.",Serena Wadham,,,SWA.EX.063,"Orthodox Jewish Education:  One of Serena Wadham's earliest non-cornish assignments was a study of Jewish education, for which she took numerous pictures, evidently in May-June 1965, at yeshivas in Gateshead and Sunderland, and at the Hasmonean Grammar School and other schools in North London.",,1965-05 - 1965.06,"Gateshead,Sunderland,OR North London",Silver Bromide Print,Photograph,
88,14958,Jewish scholars around a table.,,,,,SWA.EX.064,"Orthodox Jewish Education:  One of Serena Wadham's earliest non-cornish assignments was a study of Jewish education, for which she took numerous pictures, evidently in May-June 1965, at yeshivas in Gateshead and Sunderland, and at the Hasmonean Grammar School and other schools in North London.",,1965,"Gateshead,Sunderland OR North London",Silver Bromide Print,Photograph,
89,14959,Jewish man playing football with his son,,Serena Wadham,,,SWA.EX.065,"Orthodox Jewish Education:  One of Serena Wadham's earliest non-cornish assignments was a study of Jewish education, for which she took numerous pictures, evidently in May-June 1965, at yeshivas in Gateshead and Sunderland, and at the Hasmonean Grammar School and other schools in North London.",,1965,,Silver Bromide Print,Photograph,
90,14960,"Hayfield at Georgia Nancledra Penzance
L-R Craig Osborne,Gary Osborne, Ian Davies, Paul Osborne, Mark Osborne.  Five cousins",,Serena Wadham,,,SWA.EX.066,,,1980-1990,"Georgia,Nancledra,Penzance",Silver Bromide Print,Photograph,
91,14961,"Boswens Menhir or The Longstone.  A standing stone near St Just in Penwith, Cornwall.",,Serena Wadham,,,SWA.EX.067,,,1980-1990,"St Just in Penwith, Cornwall",Silver Bromide Print,Photograph,
92,14962,"Hand milking the cows.  Roy and Eileen Thomas, Middle Georgia Farm Nancledra, Cornwall.",,Serena Wadham,,,SWA.EX.068,,,1985-1990,"Georgia, Nancledra, Penzance, Cornwall",Silver Bromide Print,Photograph,
93,14963,"Mount's Bay, Cornwall.  A woman and a boy survey the damage caused by the oil spill from the Torrey Canyon.","Written on a  typed note fixed to the back of the print:
'BRITAN'S BATTLE FOR THE BEACHES
Invasion of Britain 1967...A woman at Mount's Bay on the Cornish coast stoops to examine the tidemark caused by cruds of oil washing ashore from the crippled tanker Torrey canyon.  In the background is St Michael's Mount, a noted holiday spot...but perhaps not this year.
Please acknowledge: Photograph by SERENA WADHAM'",Serena Wadham,,,SWA.EX.069,,,1967,"Mount's Bay, Cornwall",Silver Bromide Print,Photograph,
94,14964,"Eileen Thomas holding a bucket of roots. Woon Villa, Nancledra, Penzance, Cornwall.",,Serena Wadham,,,SWA.EX.070,,,1987-1990,"Middle georgia Farm, Nancledra, Penzance, Cornwall",Silver Bromide Print,Photograph,
95,14965,"Women picking violets, Nancledra, Cornwall.",,Serena Wadham,,,SWA.EX.071,,,1960-1970,"Georgia, Nancledra, Cornwall",Silver Bromide Print,,
96,14966,"Hand milking the cows.  Roy and Eileen Thomas, Middle Georgia Farm Nancledra, Cornwall.","This is a larger unmounted version of SWA.EX.068.  Written on the back of this print by Serena Wadham:
'Roy-dead and Eileen Thomas Georgia'",Serena Wadham,,,SWA.EX.072,,,1985-1990,"Middle Georgia Farm, Nancledra, Penzance, Cornwall",Silver Bromide Print,Photograph,
97,14971,Self-portrait of Serena Wadham in her  studio at Flat 5 Noel Road Islington.,"There are numerous self-portraits taken by Serena Wadham.
They are often in taken in her rooms, sometimes to test equipment and materials.  Others are outside, Serena on her bicycle, or just her shadow.",Serena Wadham,,,SWA.EX.073,,,1980-1987,"Noel Road, Islington, London",Silver Bromide Print,Photograph,
98,14972,"Self-portrait of Serena Wadham taken outside her cottage 'Bohemia', Nancledra, Penzance.","One of numerous self-portraits, often taken to test equipment or materials.",Serena Wadham,,,SWA.EX.074,,,1963-1968,"Middle Georgia Farm, Nancledra, Penzance",Silver Bromide Print,Photograph,
99,14973,"Self-portrait by Serena Wadham inside her cottage at Middle Georgia Farm, Nancledra, Penzance.","One of Serena Wadham's numerous self-portraits, taken in her later years after she came back from London to live in Cornwall.",Serena Wadham,,,SWA.EX.075,,,199-2005,Middle Georgia Farm Nancledra Penzance,Silver Bromide Print,Photograph,
100,14974,"Self-portrait of Serena Wadham showing just her shadow in a field at Middle Georgia, Nancledra, Penzance.","One of Serena Wadham's self-portraits, showing her shadow in the bright sunshine.",Serena Wadham,,,SWA.EX.076,,,1963-1968,"Georgia,Nancledra,Penzance",Silver Bromide Print,Photograph,
101,14975,"Self-portrait of Serena Wadham riding her mountain bike at Middle Georgia, Nancledra, Penzance",One of numerous self-portraits taken by Serena Wadham part of the china clay works can be seen in the background.,Serena Wadham,,,SWA.EX.077,,,1980-1990,"Middle Georgia, Nancledra, Penzance",Silver Bromide Print,,
102,15043,Barbara Hepworth in her studio,,Serena Wadham,,,SWA.EX.083,,,1964,"St Ives, Cornwall",Silver Bromide Print,Photograph,
103,15044,"Elizabeth Lutyens, composer, at home",,Serena Wadham,,,SWA.EX.084,"Written on the back of the print by Serena Wadham:
'Elizabeth Lutyens, Composer, at home'",,1966,london?,Silver Bromide Print,Photograph,
104,15045,"Elizabeth Lutyens, composer,",,Serena Wadham,,,SWA.EX.085,"Written on the back of the print by Serena Wadham:
'Elizabeth Lutyens, composer, with her family.'",,1966,london?,Silver Bromide Print,Photograph,
105,15074,"Serena Wadham, Self-portrait, in her studio in Islington, London","Serena made many self-portraits, often to test film or equipment.  This print has '1600 ASA shade in 4' (written in roman numerals).  Notice on the wall is written 'god exists she is black'.  This photograph is taken in Serena's studio address: Flat 3 Meadhurst Noel Road, London N1 8HH",Serena Wadham,,,SWA.EX.078,,,1970-1980,"Islington,London",Silver Bromide Print,Photograph,
106,15078,"Serena Wadham at home at Middle Georgia, Nancledra.
A self-portrait",,Serena Wadham,,,SWA.EX.075,,,2000-2006,"Middle Georgia, Nancledra, Penzance",Silver Bromide Print,Photograph,
107,15079,"Windowsill, Serena Wadham's studio Islington London",'1969' written on the back of the print by Serena Wadham,Serena Wadham,,,SWA.EX.079,,,1969,,Silver Bromide Print,Photograph,
108,15117,"View from Serena Wadham's studio window on a rainy day, focussed on the window not the view.
Islington, London.",,Serena Wadham,,,SWA.EX.082,,,1960-1970,"Flat 3 Meadhurst Noel Road, London N1",Silver Bromide Print,Photograph,
109,15118,View from Serena Wadham's studio on a snowy day.,,Serena Wadham,,,SWA.EX.081,,,1960-1970,Islington London,Silver Bromide Print,Photograph,
110,15119,A windowsill in Serena Wadham's studio in London.,,Serena Wadham,,,SWA.EX.080,,,1960-1970,"Islington,London",Silver Bromide Print,Photograph,
111,15122,"Shirley Williams MP, speaking at Central Hall, London.  Left Jacqueline Mackenzie.","written on the reverse of the print by Serena Wadham
""Shirley Williams MP, speaking at Central Hall.  Left, Jacqueline Mackenzie""",Serena Wadham,,,SWA.EX.086,,,1973-06-28,Central Hall London,Silver Bromide Print,Photograph,
112,15130,Janet Leach with pot,,Serena Wadham,,,SWA.EX.088,,,1975-1985,"St Ives Cornwall, Leach Pottery",,Photograph,
113,15131,"Janet Leach with a bowl
includes the same image with a tracing paper overlay to show cropping of the image.",,Serena Wadham,,,SWA.EX.089,,,1975-1985,"Leach Pottery, St Ives Cornwall",Silver Bromide Print,Photograph,
114,15132,"Letter from Barbara Hepworth, St.Ives to Serena Wadham.","A note to Serena Wadham from Barbara Hepworth in 1964, concerning Serena's photographs.  Barbara likes some of the images calling them 'Real' and others 'most unfortunate and should be suppressed'",Barbara Hepworth,,,SWA.EX.087,,Morrab Library,1964-04-17,St. Ives Cornwall,Photocopy,Handwriting,
115,15569,Pianist Pierre Boulez with singer,"The singer is possibly Ann Murray.

Written on the back by Serena Wadham
""sent MEPL May '91""
(Mary Evans Picture Library )",Serena Wadham,,,SWA.108,,,1964-1970,probably London,Silver Bromide Print,Photograph,
116,15570,Portrait of pianist Pierre Boulez,"written on the back by Serena Wadham
'sent MEPL may '91""
This refers to the Mary Evans Picture Library",Serena Wadham,,,SWA.109,,,1965-1970,London,Silver Bromide Print,Photograph,
117,15571,"Portrait of Mikis Theodorakis, greek composer.",,Serena Wadham,,,SWA.110,,,1960-1970,,Silver Bromide Print,Photograph,
118,15572,Composer Mikis Theodorakis conducting.,,Serena Wadham,,,SWA.111,,,1965-1975,London,Silver Bromide Print,Photograph,
119,15573,"Christopher Moulds aged 7, rehearsing at Wigmore Hall for a concert given on September 9th 1975 to delegates of the World Conference on Gifted Children.
He played piano pieces by Bartok and Beethoven.","The summary was written by Serena Wadham
 on the back of the torn print of the same subject, and a precis on this final print",Serena Wadham,,,SWA.112,,,1975-09-09,"Wigmore Hall, London",Silver Bromide Print,Photograph,
120,15574,"Christopher Moulds, a torn version of SWA.112",,Serena Wadham,,,SWA.113,,,,,Silver Bromide Print,Photograph,
121,15575,Elisabeth Lutyens at home with family,,Serena Wadham,,,SWA.114,,,1965-1975,,Silver Bromide Print,Photograph,
122,15576,"A woman, possibly a musician, teaching primary school children","A woman talks to enraptured school children, piano in the background",Serena Wadham,,,SWA.1115,,,1965-1975,,Silver Bromide Print,Photograph,
123,15577,Cornelius Cardew with piano and radio,"<a href=""https://en.wikipedia.org/wiki/Cornelius_Cardew"">cornelius cardew</a>",Serena Wadham,,,SWA.116,,,1965-1966,,Silver Bromide Print,Photograph,
124,15578,"Unidentified string trio, three female musicians.","three women playing violin,viola and cello",Serena Wadham,,,SWA.117,,,1965-1975,possibly london,Silver Bromide Print,Photograph,
125,15579,"Royal Military School of Music.
Zara Bowness conducting.","written on the back of the print by Serena Wadham:
""R.Military School of Music.
Zara Bowness conducting.
(the one the Mirror didn't use)""",Serena Wadham,,,SWA.118,,,1965-1975,probably London,Silver Bromide Print,Photograph,
126,15580,Musicians and conductor unknown.  Includes a clarinet and flute player.,"On the back of the print Serena Wadham has written
""not for publication""",Serena Wadham,,,SWA.119,,,1965-1975,London,Silver Bromide Print,Photograph,
127,15581,Wells Cathedral School rehearsing at Wigmore Hall.,,Serena Wadham,,,SWA.120,,,1975,London,Silver Bromide Print,,
128,15582,"Clare McFarlane playing te violin. She was accompanied by hermother on the piano, a music teacher at Manchester High School for Girls.  Clare is studying at the Menuhin School.",,Serena Wadham,,,SWA.121,"Written on the back of the print by Serena Wadham:
""Clare McFarlane, 12, was accompanied by her mother, who teaches at Manchester High School for Girls.  She is studying at the Menuhin School""",,1975,"Wigmore Hall, London",Silver Bromide Print,Photograph,
129,15598,Amaryllis Fleming's flat in London,"Serena Wadham, photographed Amaryllis Fleming (Cellist) at her home and took photographs of her very modern flat.",Serena Wadham,,,SWA.142,,,1960-1970,London,Silver Bromide Print,Photograph,
130,15599,dupilcate 1 print of SWA.142,,,,,SWA.143,,,,,Silver Bromide Print,,
131,15600,Duplicate 2 of SWA.142,,,,,SWA.144,,,,,Silver Bromide Print,,
132,15601,duplicate print 1 of SWA.124 Wells Cathedral School Orchestra rehearsing at Wigmore Hall London.,,Serena Wadham,,,SWA.122,,,1975,"Wigmore Hall ,London",Silver Bromide Print,Photograph,
133,15602,"Clare McFarlane, aged 12, at Wigmore Hall, London.",,Serena Wadham,,,SWA.123,,,1975,"Wigmore Hall, London",Silver Bromide Print,Photograph,
134,15603,"Wells cathedral School Orchestra rehearsing at Wigmore Hall, London.","The print has been trimmed (Probabaly by Serena Wadham)
This has been written on the back of the print by Serena Wadham, although some is lost in the crop.
At the top it seems to say 'Jeremy Williams.....(something cut off)""
""Wells Cathedral School Orchestra which has toured Scandinavia and taken part, last year in thr International Festival of Youth Orchestras at Aberdeen.  Here they are rehearsing at the Wigmore Hall, under one of their usual(?) teachers"" (writing difficult to decipher sometimes)
On other shots from this assignment she has written ""Nicholas Williams?""",Serena Wadham,,,SWA.124,,,1975,"Wigmore Hall, London",Silver Bromide Print,Photograph,
135,15661,"Nicholas Williams (?), rehearsing at Wigmore Hall with Wells Cathedral School Orchestra.","Written on the back by Serena Wadham:
""Nicholas Williams (?) after rehearsing his own composition 'Divertimento' at Wigmore Hall with Wells Cathedral School Orchestra""",Serena Wadham,,,SWA.125,,,1975,London,Silver Bromide Print,Photograph,
136,15662,Nicholas Williams (?) conducting his own piece at Wigmore Hall with Wells Cathedral School Orchestra.,"Written on the back by Serena Wadham:
""Nicholas Williams (?) conducting his own piece with Wells Cathedral School Orchestra at Wigmore Hall"".",Serena Wadham,,,SWA.126,,,1975,London,Silver Bromide Print,Photograph,
137,15663,"Michael 'Mikis' Theodorakis, Greek songwriter and composer.","Mikis Theodorakis wrote the score for Zorba the Greek, Serpico and The Ballad of Mauthausen' said to be the 'most beautiful musical ever written' about The Holocaust.  He is Greece's best known living musician.",Serena Wadham,,,SWA.127,,,1965-1975,London,Silver Bromide Print,Photograph,
138,15677,Gwyneth Jones making up at Covent Garden.,"Written on the back by Serena Wadham: ' <a href=""https://en.wikipedia.org/wiki/Gwyneth_Jones_(soprano)"">Gwyneth Jones</a> making up at Covent Garden'.<br /><br />At the Royal Opera House, Covent Garden.",Serena Wadham,,,SWA.128,,,1964-1970,London,Silver Bromide Print,Photograph,
139,15678,"Gennady Rozhdestvensky, Russian conductor.","Written on the back of the print by Serena Wadham: 'please credit Serena Wadham' also what looks to be some numbers and '£16'. Read more about <a href=""https://en.wikipedia.org/wiki/Gennady_Rozhdestvensky#Orchestra_tenures"">Gennay Rozhdestvensky</a>.",Serena Wadham,,,SWA.129,,,1964-1970,London,Silver Bromide Print,Photograph,
140,15679,"Eileen Poulter, Jack Irons and Graham Treacher musicians.","Written on the back of the print by Serena Wadham: 'L.to R. Eileen Poulter, Jack Irons, Graham Treacher' Read more about <a href=""https://uk.linkedin.com/in/graham-treacher-475260109"">Graham Treacher</a>.",Serena Wadham,,,SWA.130,,,1960-1970,London,Silver Bromide Print,Photograph,
141,15680,"Michael Tippet, composer.","read more about <a href=""https://en.wikipedia.org/wiki/Michael_Tippett"">Sir Michael Tippett</a>",Serena Wadham,,,SWA.131,,,1960-1970,,Silver Bromide Print,Photograph,
142,15681,"Pierre Boulez, French composer, conductor and writer.","Written on the back of the print by Serena Wadham: '<a href=""https://en.wikipedia.org/wiki/Pierre_Boulez"">Pierre Boulez</a>, (keystone have prints)' And a stamp 'received 13 Mar 1966'",Serena Wadham,,,SWA.132,,,1966,London,Silver Bromide Print,Photograph,
143,15682,"Cleo Laine, John Dankworth and unknown pianist.","<a href=""https://en.wikipedia.org/wiki/Cleo_Laine"">Cleo Laine</a> and <a href=""https://en.wikipedia.org/wiki/John_Dankworth"">John Dankworth</a> working with a pianist.",Serena Wadham,,,SWA.133,,,1960-1970,London,Silver Bromide Print,Photograph,
144,15683,"Cleo Laine, John Dankworth working with a pianist.","<br /><a href=""https://en.wikipedia.org/wiki/Cleo_Laine"">Cleo Laine</a>, <a href=""https://en.wikipedia.org/wiki/John_Dankworth"">John Dankworth</a>",Serena Wadham,,,SWA.134,,,1960-1970,London,Silver Bromide Print,Photograph,
145,15684,"Luciano Berio, italian experimental composer.","<a href=""https://en.wikipedia.org/wiki/Luciano_Berio"">Luciano Berio</a>",Serena Wadham,,,SWA.135,,,1960-1970,London,Silver Bromide Print,Photograph,
