id,nodeType,url,created,updated,status,type,creator,owner,publisher,copyright,tags,when,date,what,learn,locations,files,guid,publisher_ref,title_en,title_cy,description_en,description_cy,author_id,author_name,license_reproducedPermission,license_additionalText,license_type,original_item_url_en,original_item_url_cy,description,license_additionalText_en,license_additionalText_cy,license_reproducedPermission_en,license_reproducedPermission_cy,thumbnail,collection_items,content_en,content_cy,content
41080,item,https://www.peoplescollection.wales/items/41080,1339673118,1501233595,published,item,Unknown,Llangollen Museum,,"[{'holder': {'en': 'Llangollen Museum', 'cy': 'Amgueddfa Llangollen'}, 'year': '2004', 'type': 'copyright'}]","['Llangollen', 'Unknown']",[],"+0000000000999999,",[],[],"[{'lat': '52.969215000000', 'lon': '-3.171660000000'}]","[{'originalFilename': 'EMR10.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2014/February/EMR10.jpg', 'type': 'image', 'target_id': '372163'}]",92ef20de-45b1-48cf-9844-81a4190c109f,DCL02072,Llangollen. Unknown,Llangollen.  Anhysbys,Llangollen. Unknown/ Anhysbys Object Reference: 2004.5.10,Llangollen. Cyfeirnod: 2004.5.10,2608,Llangollen Museum,[],[],,http://www.llangollenmuseum.org.uk/,,,,,,,,,,,
41081,item,https://www.peoplescollection.wales/items/41081,1339673131,1501233598,published,item,Unknown,Llangollen Museum,,"[{'holder': {'en': 'Llangollen Museum', 'cy': 'Amgueddfa Llangollen'}, 'year': '2004', 'type': 'copyright'}]","['Llangollen', 'Unknown']",[],"+0000000000999999,",[],[],"[{'lat': '52.969215000000', 'lon': '-3.171660000000'}]","[{'originalFilename': 'EMR11.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2014/February/EMR11.jpg', 'type': 'image', 'target_id': '372164'}]",0afecefb-dd0e-45da-b9d9-bdc6f2a6a305,DCL02073,Llangollen. Unknown,Llangollen.  Anhysbys,Llangollen. Unknown/ Anhysbys Object Reference: 2004.5.11,Llangollen. Cyfeirnod: 2004.5.11,2608,Llangollen Museum,[],[],,http://www.llangollenmuseum.org.uk/,,,,,,,,,,,
41082,item,https://www.peoplescollection.wales/items/41082,1339673144,1501233601,published,item,Unknown,Llangollen Museum,,"[{'holder': {'en': 'Llangollen Museum', 'cy': 'Amgueddfa Llangollen'}, 'year': '2004', 'type': 'copyright'}]","['Llangollen', 'Plas Newydd']",[],"+0019600000999999,",[],[],"[{'lat': '52.969215000000', 'lon': '-3.171660000000'}]","[{'originalFilename': 'EMR12.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2014/February/EMR12.jpg', 'type': 'image', 'target_id': '372165'}]",fd72d8da-770c-4139-82df-6149bce9a129,DCL02074,Llangollen. Plas Newydd,Llangollen.,Llangollen. Plas Newydd Bowling Club.Object Reference: 2004.5.12,Llangollen. Clwb Folio Plas Newydd.Cyfeirnod: 2004.5.12,2608,Llangollen Museum,[],[],,http://www.llangollenmuseum.org.uk/,,,,,,,,,,,
41083,item,https://www.peoplescollection.wales/items/41083,1339673157,1501233607,published,item,Unknown,Llangollen Museum,,"[{'holder': {'en': 'Llangollen Museum', 'cy': 'Amgueddfa Llangollen'}, 'year': '2004', 'type': 'copyright'}]","['Llangollen', 'Unknown']",[],"+0000000000999999,",[],[],"[{'lat': '52.969215000000', 'lon': '-3.171660000000'}]","[{'originalFilename': 'EMR13.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2014/February/EMR13.jpg', 'type': 'image', 'target_id': '372166'}]",8f8534bf-dabd-4b93-b4f9-886c6a19073c,DCL02075,Llangollen. Unknown,Llangollen.  Anhysbys,Llangollen. Unknown/ Anhysbys Object Reference: 2004.5.13,Llangollen. Cyfeirnod: 2004.5.13,2608,Llangollen Museum,[],[],,http://www.llangollenmuseum.org.uk/,,,,,,,,,,,
41084,item,https://www.peoplescollection.wales/items/41084,1339673171,1501233611,published,item,Unknown,Llangollen Museum,,"[{'holder': {'en': 'Llangollen Museum', 'cy': 'Amgueddfa Llangollen'}, 'year': '2004', 'type': 'copyright'}]","['Llangollen', 'Unknown']",[],"+0000000000999999,",[],[],"[{'lat': '52.969215000000', 'lon': '-3.171660000000'}]","[{'originalFilename': 'EMR14.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2014/February/EMR14.jpg', 'type': 'image', 'target_id': '372167'}]",79170b58-6a18-4067-ac70-64a5683a4ac9,DCL02076,Llangollen. Unknown,Llangollen.  Anhysbys,Llangollen. Unknown/ Anhysbys Object Reference: 2004.5.14,Llangollen. Cyfeirnod: 2004.5.14,2608,Llangollen Museum,[],[],,http://www.llangollenmuseum.org.uk/,,,,,,,,,,,
41085,item,https://www.peoplescollection.wales/items/41085,1339673187,1501233614,published,item,Unknown,Llangollen Museum,,"[{'holder': {'en': 'Llangollen Museum', 'cy': 'Amgueddfa Llangollen'}, 'year': '2004', 'type': 'copyright'}]","['Llangollen', 'Unknown']",[],"+0000000000999999,",[],[],"[{'lat': '52.969215000000', 'lon': '-3.171660000000'}]","[{'originalFilename': 'EMR15.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2014/February/EMR15.jpg', 'type': 'image', 'target_id': '372168'}]",79942b89-563a-4757-a012-e42cf0b44bd3,DCL02077,Llangollen. Unknown,Llangollen.  Anhysbys,Llangollen. Unknown/ Anhysbys Object Reference: 2004.5.15,Llangollen. Cyfeirnod: 2004.5.15,2608,Llangollen Museum,[],[],,http://www.llangollenmuseum.org.uk/,,,,,,,,,,,
575852,item,https://www.peoplescollection.wales/items/575852,1495538133,1677703635,published,item,Unknown,St Nicholas Greek Orthodox Church,,,[],[],,['Churches / Chapels / Other Places of Worship'],[],[],"[{'originalFilename': 'IMG_1326.JPG', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2017/May/IMG_1326.JPG', 'type': 'image', 'target_id': '575832'}]",,,Interior of St Nicholas Greek Orthodox Church,Interior of St Nicholas Greek Orthodox Church,Interior of St Nicholas Greek Orthodox Church,Interior of St Nicholas Greek Orthodox Church,15800,Greek Orthodox Church Cardiff,[],[],,,,,,,,,,,,,
575853,item,https://www.peoplescollection.wales/items/575853,1495538133,1677703636,published,item,Unknown,"St Nicholas, Cardiff",,,[],[],,['Churches / Chapels / Other Places of Worship'],[],[],"[{'originalFilename': 'IMG_1327.JPG', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2017/May/IMG_1327.JPG', 'type': 'image', 'target_id': '575833'}]",,,"Interior of St Nicholas, Cardiff","Interior of St Nicholas, Cardiff","Interior of St Nicholas, Cardiff","Interior of St Nicholas, Cardiff",15800,Greek Orthodox Church Cardiff,[],[],,,,,,,,,,,,,
575854,item,https://www.peoplescollection.wales/items/575854,1495538133,1677703637,published,item,Unknown,St Nicholas Greek Orthodox Church,,,[],[],,['Churches / Chapels / Other Places of Worship'],[],[],"[{'originalFilename': 'IMG_1329.JPG', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2017/May/IMG_1329.JPG', 'type': 'image', 'target_id': '575834'}]",,,Interior of St Nicholas Greek Orthodox Church,Interior of St Nicholas Greek Orthodox Church,Interior view of St Nicholas Greek Orthodox Church,Interior view of St Nicholas Greek Orthodox Church,15800,Greek Orthodox Church Cardiff,[],[],,,,,,,,,,,,,
575855,item,https://www.peoplescollection.wales/items/575855,1495538133,1677703638,published,item,Unknown,St Nicholas Greek Orthodox Church,,,[],[],,['Churches / Chapels / Other Places of Worship'],[],[],"[{'originalFilename': 'IMG_1331 copy.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2017/May/IMG_1331%20copy.jpg', 'type': 'image', 'target_id': '575835'}]",,,Window depicting St Nicholas,Window depicting St Nicholas,"A stained-glass window depicting St Nicholas, found at St Nicholas Greek Orthodox Church.","A stained-glass window depicting St Nicholas, found at St Nicholas Greek Orthodox Church.",15800,Greek Orthodox Church Cardiff,[],[],,,,,,,,,,,,,
575856,item,https://www.peoplescollection.wales/items/575856,1495538133,1677703638,published,item,Unknown,St Nicholas Greek Orthodox Church,,,[],[],,['Churches / Chapels / Other Places of Worship'],[],[],"[{'originalFilename': 'IMG_1338.JPG', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2017/May/IMG_1338.JPG', 'type': 'image', 'target_id': '575836'}]",,,Interior of St Nicholas Greek Orthodox Church,Interior of St Nicholas Greek Orthodox Church,Interior of St Nicholas Greek Orthodox Church,Interior of St Nicholas Greek Orthodox Church,15800,Greek Orthodox Church Cardiff,[],[],,,,,,,,,,,,,
575857,item,https://www.peoplescollection.wales/items/575857,1495538133,1677703639,published,item,Unknown,St Nicholas Greek Orthodox Church,,,[],[],,['Churches / Chapels / Other Places of Worship'],[],[],"[{'originalFilename': 'IMG_1340 copy.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2017/May/IMG_1340%20copy.jpg', 'type': 'image', 'target_id': '575837'}]",,,Foundation stone at St Nicholas Greek Orthodox Church,Foundation stone at St Nicholas Greek Orthodox Church,Foundation stone at St Nicholas Greek Orthodox Church,Foundation stone at St Nicholas Greek Orthodox Church,15800,Greek Orthodox Church Cardiff,[],[],,,,,,,,,,,,,
575859,item,https://www.peoplescollection.wales/items/575859,1495538133,1677703642,published,item,Unknown,St Nicholas Greek Orthodox Church,,,[],[],,['Churches / Chapels / Other Places of Worship'],[],[],"[{'originalFilename': 'IMG_1345.JPG', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2017/May/IMG_1345.JPG', 'type': 'image', 'target_id': '575839'}]",,,Interior of St Nicholas Greek Orthodox Church,Interior of St Nicholas Greek Orthodox Church,"Interior of St Nicholas Greek Orthodox Church, 1990s.","Interior of St Nicholas Greek Orthodox Church, 1990s.",15800,Greek Orthodox Church Cardiff,[],[],,,,,,,,,,,,,
580958,item,https://www.peoplescollection.wales/items/580958,1498650571,1677703649,published,item,Mencap Cymru,,,"[{'holder': {'en': ""St. Fagan's National Museum of History""}, 'year': '2014', 'type': 'copyright'}, {'holder': [], 'year': None, 'type': ''}, {'holder': [], 'year': None, 'type': ''}]","['Smoking', 'Candles', 'religion', 'christian', 'catholic', 'church', 'church service', 'Hensol', 'Hensol Castle', 'Hensol Castle Hospital', 'Hospital', 'Long stay Hospital', 'long stay institution', 'institution', 'Institutional care', 'asylum', 'Mental Handicap', 'mental deficiency', 'mental defective', 'learning disability', 'learning difficulty', 'disability', 'Mencap', 'NHS', 'NHS Wales', 'Patients', 'Nurses', 'Nursing', 'Recreation', 'Dancing', 'nights out', 'Leisure']",[],,"['Health and Social Care', 'Homes and Homelife', 'People and Family', 'Societies and Clubs', 'OTHER: Community and Social', 'Christianity', 'Customs and Practices', 'OTHER: Religion and Beliefs', 'Churches / Chapels / Other Places of Worship']",[],"[{'lat': '51.502378494227', 'lon': '-3.373280126953', 'description': {'en': 'Hensol Castle Hospital', 'cy': 'Ysbyty Castell Hensol'}}]","[{'originalFilename': 'Paul Sutton - Rec Hall Table (Church).mp3', 'url': 'https://www.peoplescollection.wales/sites/default/files/audio/2017/June/Paul%20Sutton%20-%20Rec%20Hall%20Table%20%28Church%29.mp3', 'type': 'audio', 'target_id': '580948'}]",,,Hensol Castle Hospital: Church services,Hensol Castle Hospital: Church services,"Paul, who trained at Hensol Castle recalls the two types of church service at the hospital.",,15475,"Hidden Now Heard, the voice of learning disability in Wales",[],[],,,,,,,,,,,,,
1682256,item,https://www.peoplescollection.wales/items/1682256,1617026943,1617026943,published,item,Unknown,Llangwm Local History Society,,"[{'holder': [], 'year': None, 'type': ''}, {'holder': [], 'year': None, 'type': ''}]","['llangwm', 'Pembrokeshire', 'frank', 'Tenby']",[],",",[],[],[],"[{'originalFilename': 'L_7_1_47p.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2021/March/L_7_1_47p_0.jpg', 'type': 'image', 'target_id': '1682251'}]",,,Photograph of a young man in Tenby Llangwm Pembrokeshire,Photograph of a young man in Tenby Llangwm Pembrokeshire,Photograph of a young man called Frank in Tenby,Photograph of a young man called Frank in Tenby,54276,Llangwm Local History Society,[],[],,,,,,,,,,,,,
1682266,item,https://www.peoplescollection.wales/items/1682266,1617026951,1617026951,published,item,Unknown,Llangwm Local History Society,,"[{'holder': [], 'year': None, 'type': ''}, {'holder': [], 'year': None, 'type': ''}]","['llangwm', 'Pembrokeshire', 'marston smoke room', 'hms sydney']",[],",",[],[],[],"[{'originalFilename': 'L_7_1_47q.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2021/March/L_7_1_47q_0.jpg', 'type': 'image', 'target_id': '1682261'}]",,,Nine photograph showing some aspects of service life Llangwm Pembrokeshire,Nine photograph showing some aspects of service life Llangwm Pembrokeshire,"Nine photographs giving an over view of service life; one HMS Sydney, the smoke room at Marston? and several unnamed. Two cannot be identified as they are very worn","Nine photographs giving an over view of service life; one HMS Sydney, the smoke room at Marston? and several unnamed. Two cannot be identified as they are very worn",54276,Llangwm Local History Society,[],[],,,,,,,,,,,,,
1682276,item,https://www.peoplescollection.wales/items/1682276,1617026958,1617026958,published,item,Unknown,Llangwm Local History Society,,"[{'holder': [], 'year': None, 'type': ''}, {'holder': [], 'year': None, 'type': ''}]",[],[],",",[],[],[],"[{'originalFilename': 'L_7_1_47qq.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2021/March/L_7_1_47qq_1.jpg', 'type': 'image', 'target_id': '1682271'}]",,,A handwritten note possibly from the Sambrook Papers 1916 Llangwm Pembrokeshire,A handwritten note possibly from the Sambrook Papers 1916 Llangwm Pembrokeshire,A handwritten note giving some details of flying over to Holland,A handwritten note giving some details of flying over to Holland,54276,Llangwm Local History Society,[],[],,,,,,,,,,,,,
1682286,item,https://www.peoplescollection.wales/items/1682286,1617026962,1617026962,published,item,Unknown,Llangwm Local History Society,,"[{'holder': [], 'year': None, 'type': ''}, {'holder': [], 'year': None, 'type': ''}]","['llangwm', 'Pembrokeshire', 'hms furious', 'sea plane']",[],",",[],[],[],"[{'originalFilename': 'L_7_1_47r.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2021/March/L_7_1_47r.jpg', 'type': 'image', 'target_id': '1682281'}]",,,Two photographs of a plane brought down and a gentleman taken from the Sambrook Papers Llangwm Pembrokeshire,Two photographs of a plane brought down and a gentleman taken from the Sambrook Papers Llangwm Pembrokeshire,Two black and white photographs of a sea plane brought down by Heath off Furious and Pilot Officer Sambrook,Two black and white photographs of a sea plane brought down by Heath off Furious and Pilot Officer Sambrook,54276,Llangwm Local History Society,[],[],,,,,,,,,,,,,
1682296,item,https://www.peoplescollection.wales/items/1682296,1617026966,1617026966,published,item,Unknown,Llangwm Local History Society,,"[{'holder': [], 'year': None, 'type': ''}, {'holder': [], 'year': None, 'type': ''}]","['llangwm', 'Pembrokeshire', 'zeppelins', 'deck flying']",[],",",[],[],[],"[{'originalFilename': 'L_7_1_47rr.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2021/March/L_7_1_47rr_0.jpg', 'type': 'image', 'target_id': '1682291'}]",,,Information on Deck Flying Llangwm Pembrokeshire 1918,Information on Deck Flying Llangwm Pembrokeshire 1918,A newspaper cutting giving information about Deck Flying - flying ordinary land machines from the decks of ships and small platforms constructed on the tops of gun turrets. They have been used to counteract the Zeppelin menace.,A newspaper cutting giving information about Deck Flying - flying ordinary land machines from the decks of ships and small platforms constructed on the tops of gun turrets. They have been used to counteract the Zeppelin menace.,54276,Llangwm Local History Society,[],[],,,,,,,,,,,,,
1682306,item,https://www.peoplescollection.wales/items/1682306,1617026971,1617026971,published,item,Unknown,Llangwm Local History Society,,"[{'holder': [], 'year': None, 'type': ''}, {'holder': [], 'year': None, 'type': ''}]","['llangwm', 'Pembrokeshire', 'airplane', 'Newport']",[],",",[],[],[],"[{'originalFilename': 'L_7_1_47s.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2021/March/L_7_1_47s.jpg', 'type': 'image', 'target_id': '1682301'}]",,,A selection of three photographs showing the 'Ruins of Newport Town' Llangwm Pembrokeshire ,A selection of three photographs showing the 'Ruins of Newport Town' Llangwm Pembrokeshire ,"Three photographs showing Newport in ruins. The photographs are annotated ' Smith?', one unidentified and two photographs of airplanes with undecipherable notes.","Three photographs showing Newport in ruins. The photographs are annotated ' Smith?', one unidentified and two photographs of airplanes with undecipherable notes.",54276,Llangwm Local History Society,[],[],,,,,,,,,,,,,
1682316,item,https://www.peoplescollection.wales/items/1682316,1617026977,1617026977,published,item,Unknown,Llangwm Local History Society,,"[{'holder': [], 'year': None, 'type': ''}, {'holder': [], 'year': None, 'type': ''}]","['llangwm', 'Pembrokeshire', 'service uniform']",[],",",[],[],[],"[{'originalFilename': 'L_7_1_47ss.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2021/March/L_7_1_47ss_0.jpg', 'type': 'image', 'target_id': '1682311'}]",,,W T Sambrook in service uniform Llangwm Pembrokeshire,W T Sambrook in service uniform Llangwm Pembrokeshire,W T Sambrook in service uniform,W T Sambrook in service uniform,54276,Llangwm Local History Society,[],[],,,,,,,,,,,,,
1682356,item,https://www.peoplescollection.wales/items/1682356,1617027200,1617027200,published,item,Unknown,Unknown,,"[{'holder': [], 'year': None, 'type': ''}, {'holder': [], 'year': None, 'type': ''}]","['llangwm', 'Pembrokeshire', 'Germany', 'flying log']",[],",",[],[],[],"[{'originalFilename': 'L_7_1_47pp_0.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2021/March/L_7_1_47pp_0_2.jpg', 'type': 'image', 'target_id': '1682351'}]",,,Document giving information about flying over Germany. Possibly from the Sambrooke Papers. Llangwm Pembrokeshire,Document giving information about flying over Germany. Possibly from the Sambrooke Papers. Llangwm Pembrokeshire,Brief details show giving details about some aspects of flying over Germany  a message in Germany stating where machines could land if they had engine trouble and then details of flying runs,Brief details show giving details about some aspects of flying over Germany  a message in Germany stating where machines could land if they had engine trouble and then details of flying runs,54276,Llangwm Local History Society,[],[],,,,,,,,,,,,,
1682366,item,https://www.peoplescollection.wales/items/1682366,1617027210,1617027210,published,item,Unknown,Llangwm Local history Society,,"[{'holder': [], 'year': None, 'type': ''}, {'holder': [], 'year': None, 'type': ''}]","['llangwm', 'Pembrokeshire', 'plane']",[],",",[],[],[],"[{'originalFilename': 'L_7_1_47t.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2021/March/L_7_1_47t_0.jpg', 'type': 'image', 'target_id': '1682361'}]",,,Black and white photograph of a plane self revving up at Manstone possibly  Llangwm Pembrokeshire,Black and white photograph of a plane self revving up at Manstone possibly  Llangwm Pembrokeshire,A black and white photograph of a plan being revved up possibly at Manstone,A black and white photograph of a plan being revved up possibly at Manstone,54276,Llangwm Local History Society,[],[],,,,,,,,,,,,,
1682376,item,https://www.peoplescollection.wales/items/1682376,1617027215,1617027215,published,item,Unknown,Llangwm Local History Society,,"[{'holder': [], 'year': None, 'type': ''}, {'holder': [], 'year': None, 'type': ''}]","['llangwm', 'Pembrokeshire', 'serviceman']",[],",",[],[],[],"[{'originalFilename': 'L_7_1_47tt.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2021/March/L_7_1_47tt_0.jpg', 'type': 'image', 'target_id': '1682371'}]",,,Photograph of an uW T Sambrook with a dog Llangwm Pembrokeshire,Photograph of an uW T Sambrook with a dog Llangwm Pembrokeshire,W T Sambrook  in service uniform with a dog,W T Sambrook  in service uniform with a dog,54276,Llangwm Local History Society,[],[],,,,,,,,,,,,,
1060831,item,https://www.peoplescollection.wales/items/1060831,1556018227,1556018227,published,item,Paul White,Paul White,,"[{'holder': {'en': 'Paul White', 'cy': 'Paul White'}, 'year': '2019', 'type': None}]",[],['2010s'],,[],[],[],"[{'originalFilename': '7784_97649079454ca338e296c8.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_97649079454ca338e296c8.jpg', 'type': 'image', 'target_id': '1060771'}, {'originalFilename': '7784_165419981054ca3390cf61a.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_165419981054ca3390cf61a.jpg', 'type': 'image', 'target_id': '1060776'}, {'originalFilename': '7784_29790844954ca33931f04e.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_29790844954ca33931f04e.jpg', 'type': 'image', 'target_id': '1060781'}, {'originalFilename': '7784_85584704854ca3395434ed.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_85584704854ca3395434ed.jpg', 'type': 'image', 'target_id': '1060786'}, {'originalFilename': '7784_196466000854ca3397aaab4.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_196466000854ca3397aaab4.jpg', 'type': 'image', 'target_id': '1060791'}, {'originalFilename': '7784_88540759154ca339a01f65.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_88540759154ca339a01f65.jpg', 'type': 'image', 'target_id': '1060796'}, {'originalFilename': '7784_128859643154ca339c3a8f3.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_128859643154ca339c3a8f3.jpg', 'type': 'image', 'target_id': '1060801'}, {'originalFilename': '7784_159581033954ca339e4eebd.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_159581033954ca339e4eebd.jpg', 'type': 'image', 'target_id': '1060806'}, {'originalFilename': '7784_116660571854ca33a08810c.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_116660571854ca33a08810c.jpg', 'type': 'image', 'target_id': '1060811'}, {'originalFilename': '7784_53245377554ca33a2b7fa2.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_53245377554ca33a2b7fa2.jpg', 'type': 'image', 'target_id': '1060816'}, {'originalFilename': '7784_177049068954ca33a57115a.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_177049068954ca33a57115a.jpg', 'type': 'image', 'target_id': '1060821'}, {'originalFilename': '7784_66173704254ca33a790d65.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_66173704254ca33a790d65.jpg', 'type': 'image', 'target_id': '1060826'}]",,,"Pant-afallen, Pontsaeson, Ceredigion 2015","Pant-afallen, Pontsaeson, Ceredigion 2015","Pant-afallen, Pontsaeson, Ceredigion 2015","Pant-afallen, Pontsaeson, Ceredigion 2015",39316,Paul White,[],[],,https://www.welshruins.co.uk/recent-works-jan-2015.html,https://www.welshruins.co.uk/recent-works-jan-2015.html,,,,,,,,,,
1060866,item,https://www.peoplescollection.wales/items/1060866,1556018239,1556018239,published,item,Paul White,Paul White,,"[{'holder': {'en': 'Paul White', 'cy': 'Paul White'}, 'year': '2019', 'type': None}]",[],['2010s'],,[],[],[],"[{'originalFilename': '7784_2064396339549343ce41b2e.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_2064396339549343ce41b2e.jpg', 'type': 'image', 'target_id': '1060836'}, {'originalFilename': '7784_100445912454934221f022a.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_100445912454934221f022a.jpg', 'type': 'image', 'target_id': '1060841'}, {'originalFilename': '7784_3738582365493421ba8956.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_3738582365493421ba8956.jpg', 'type': 'image', 'target_id': '1060846'}, {'originalFilename': '7784_122222576654934227a3e5c.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_122222576654934227a3e5c.jpg', 'type': 'image', 'target_id': '1060851'}, {'originalFilename': '7784_3241156245493422f6003a.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_3241156245493422f6003a.jpg', 'type': 'image', 'target_id': '1060856'}, {'originalFilename': '7784_92841579554934238315cb.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_92841579554934238315cb.jpg', 'type': 'image', 'target_id': '1060861'}]",,,"CANADA, Stag’s Head, Ceredigion 2014","CANADA, Stag’s Head, Ceredigion 2014","Notes on CANADA, Stag’s Head, Ceredigion 2014
 
 A small cottage built of mud, stone and brick and much dilapidated. It stands in a low position and perhaps if the trees in front of it hadn’t had the chance to grow so high it would have once had a good view. At present however all is dim and lowly. I wonder how long empty, it’s in a relatively good condition although there is a hole forming at the rear. Inside is very basic, nothing much of note but a fairly recent empty beer bottle. Partition walls have been taken down and all is left is one large room, upstairs also taken down, striped of beam and panel. Cottage sits beside a seldom used footpath and there was no doubt in my mind that this little gem will surely never be salvaged or lived in again.","Notes on CANADA, Stag’s Head, Ceredigion 2014
 
 A small cottage built of mud, stone and brick and much dilapidated. It stands in a low position and perhaps if the trees in front of it hadn’t had the chance to grow so high it would have once had a good view. At present however all is dim and lowly. I wonder how long empty, it’s in a relatively good condition although there is a hole forming at the rear. Inside is very basic, nothing much of note but a fairly recent empty beer bottle. Partition walls have been taken down and all is left is one large room, upstairs also taken down, striped of beam and panel. Cottage sits beside a seldom used footpath and there was no doubt in my mind that this little gem will surely never be salvaged or lived in again.",39316,Paul White,[],[],,https://www.welshruins.co.uk/016.html,https://www.welshruins.co.uk/016.html,,,,,,,,,,
1060876,item,https://www.peoplescollection.wales/items/1060876,1556018245,1556018245,published,item,Paul White,Paul White,,"[{'holder': {'en': 'Paul White', 'cy': 'Paul White'}, 'year': '2019', 'type': None}]",[],['2000s'],,[],[],[],"[{'originalFilename': '7784_8988749185a8beb1b164af.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_8988749185a8beb1b164af.jpg', 'type': 'image', 'target_id': '1060871'}]",,,"ABSTRACTION, BRIGHTON 2007","ABSTRACTION, BRIGHTON 2007","Notes on ABSTRACTION, BRIGHTON 2007
 
 Peeled paint on doorway.","Notes on ABSTRACTION, BRIGHTON 2007
 
 Peeled paint on doorway.",39316,Paul White,[],[],,https://www.welshruins.co.uk/photo34135506.html,https://www.welshruins.co.uk/photo34135506.html,,,,,,,,,,
1060886,item,https://www.peoplescollection.wales/items/1060886,1556018249,1556018249,published,item,Paul White,Paul White,,"[{'holder': {'en': 'Paul White', 'cy': 'Paul White'}, 'year': '2019', 'type': None}]",[],['2000s'],,[],[],[],"[{'originalFilename': '7784_7556365434f6ec110a6903.jpg', 'url': 'https://www.peoplescollection.wales/sites/default/files/images/2019/April/7784_7556365434f6ec110a6903.jpg', 'type': 'image', 'target_id': '1060881'}]",,,"ABSTRACTION at Ox-Bow Lakes and the River Rheidol, Ceredigion 2003","ABSTRACTION at Ox-Bow Lakes and the River Rheidol, Ceredigion 2003","Notes on ABSTRACTION at Ox-Bow Lakes and the River Rheidol, Ceredigion 2003
 
 I have 'lived' with this image for almost ten years and I am still uncertain if it works as a successful abstraction. Obviously it shows some small branches and grasses in a low water stream with the refelction of the trees confusing the viewer because trees are not normally found at the bottom of a picture! But does it work as a composition? Should the small branches and grasses be central in the composition? Is it too much of an optical allusion to be taken seriously? I am still unsure if a success.","Notes on ABSTRACTION at Ox-Bow Lakes and the River Rheidol, Ceredigion 2003
 
 I have 'lived' with this image for almost ten years and I am still uncertain if it works as a successful abstraction. Obviously it shows some small branches and grasses in a low water stream with the refelction of the trees confusing the viewer because trees are not normally found at the bottom of a picture! But does it work as a composition? Should the small branches and grasses be central in the composition? Is it too much of an optical allusion to be taken seriously? I am still unsure if a success.",39316,Paul White,[],[],,https://www.welshruins.co.uk/abstraction-at-ox-bow-lakes.html,https://www.welshruins.co.uk/abstraction-at-ox-bow-lakes.html,,,,,,,,,,
